App,Tag,FilePath,RelativeFilePath,FileName,ClassName,MethodName,TotalStatements,TotalParameters,ReturnType,AccessModifier,MethodHasAnnotation,MethodHasTestInName,FileHasTestInName,ClassHasTestInName
GitHub,relation_test_code_smell_ML,C:\Users\ismak\Documents\GitHub\relation_test_code_smell_ML\dataset\projects\okhttp\maven-tests\src\test\java\com\squareup\okhttp3\maventest\AppTest.java,dataset/projects/okhttp/maven-tests/src/test/java/com/squareup/okhttp3/maventest/AppTest.java,AppTest.java,AppTest,testApp,3,0,void,public,true,true,true,true
GitHub,relation_test_code_smell_ML,C:\Users\ismak\Documents\GitHub\relation_test_code_smell_ML\dataset\projects\okhttp\module-tests\src\test\java\okhttp3\modules\test\JavaModuleTest.java,dataset/projects/okhttp/module-tests/src/test/java/okhttp3/modules/test/JavaModuleTest.java,JavaModuleTest.java,JavaModuleTest,testVisibility,1,0,void,public,true,true,true,true
GitHub,relation_test_code_smell_ML,C:\Users\ismak\Documents\GitHub\relation_test_code_smell_ML\dataset\projects\okhttp\module-tests\src\test\java\okhttp3\modules\test\JavaModuleTest.java,dataset/projects/okhttp/module-tests/src/test/java/okhttp3/modules/test/JavaModuleTest.java,JavaModuleTest.java,JavaModuleTest,testMockWebServer,5,0,void,public,true,true,true,true
GitHub,relation_test_code_smell_ML,C:\Users\ismak\Documents\GitHub\relation_test_code_smell_ML\dataset\projects\okhttp\module-tests\src\test\java\okhttp3\modules\test\JavaModuleTest.java,dataset/projects/okhttp/module-tests/src/test/java/okhttp3/modules/test/JavaModuleTest.java,JavaModuleTest.java,JavaModuleTest,testModules,6,0,void,public,true,true,true,true
GitHub,relation_test_code_smell_ML,C:\Users\ismak\Documents\GitHub\relation_test_code_smell_ML\dataset\projects\okhttp\okhttp\src\jvmTest\java\okhttp3\CallJavaTest.java,dataset/projects/okhttp/okhttp/src/jvmTest/java/okhttp3/CallJavaTest.java,CallJavaTest.java,CallJavaTest,tagsSeededFromRequest,6,0,void,public,true,false,true,true
GitHub,relation_test_code_smell_ML,C:\Users\ismak\Documents\GitHub\relation_test_code_smell_ML\dataset\projects\okhttp\okhttp\src\jvmTest\java\okhttp3\CallJavaTest.java,dataset/projects/okhttp/okhttp/src/jvmTest/java/okhttp3/CallJavaTest.java,CallJavaTest.java,CallJavaTest,tagsCanBeComputed,4,0,void,public,true,false,true,true
GitHub,relation_test_code_smell_ML,C:\Users\ismak\Documents\GitHub\relation_test_code_smell_ML\dataset\projects\okhttp\okhttp-tls\src\test\java\okhttp3\tls\CertificatesJavaTest.java,dataset/projects/okhttp/okhttp-tls/src/test/java/okhttp3/tls/CertificatesJavaTest.java,CertificatesJavaTest.java,CertificatesJavaTest,testRoundtrip,3,0,void,public,true,true,true,true
GitHub,relation_test_code_smell_ML,C:\Users\ismak\Documents\GitHub\relation_test_code_smell_ML\dataset\projects\okhttp\okhttp-zstd\src\test\java\okhttp3\zstd\ZstdInterceptorJavaTest.java,dataset/projects/okhttp/okhttp-zstd/src/test/java/okhttp3/zstd/ZstdInterceptorJavaTest.java,ZstdInterceptorJavaTest.java,ZstdInterceptorJavaTest,testConstructor,1,0,void,public,true,true,true,true
GitHub,relation_test_code_smell_ML,C:\Users\ismak\Documents\GitHub\relation_test_code_smell_ML\dataset\projects\okhttp\regression-test\src\androidTest\java\okhttp\regression\compare\OkHttpClientTest.java,dataset/projects/okhttp/regression-test/src/androidTest/java/okhttp/regression/compare/OkHttpClientTest.java,OkHttpClientTest.java,OkHttpClientTest,get,3,0,void,public,true,false,true,true
GitHub,relation_test_code_smell_ML,C:\Users\ismak\Documents\GitHub\relation_test_code_smell_ML\dataset\projects\okhttp\regression-test\src\androidTest\java\okhttp\regression\IssueReproductionTest.java,dataset/projects/okhttp/regression-test/src/androidTest/java/okhttp/regression/IssueReproductionTest.java,IssueReproductionTest.java,IssueReproductionTest,getFailsWithoutAdditionalCert,2,0,void,public,true,false,true,true
GitHub,relation_test_code_smell_ML,C:\Users\ismak\Documents\GitHub\relation_test_code_smell_ML\dataset\projects\okhttp\regression-test\src\androidTest\java\okhttp\regression\IssueReproductionTest.java,dataset/projects/okhttp/regression-test/src/androidTest/java/okhttp/regression/IssueReproductionTest.java,IssueReproductionTest.java,IssueReproductionTest,sendRequest,2,2,void,private,false,false,true,true
GitHub,relation_test_code_smell_ML,C:\Users\ismak\Documents\GitHub\relation_test_code_smell_ML\dataset\projects\okhttp\regression-test\src\androidTest\java\okhttp\regression\LetsEncryptTest.java,dataset/projects/okhttp/regression-test/src/androidTest/java/okhttp/regression/LetsEncryptTest.java,LetsEncryptTest.java,LetsEncryptTest,getFailsWithoutAdditionalCert,3,0,void,public,true,false,true,true
GitHub,relation_test_code_smell_ML,C:\Users\ismak\Documents\GitHub\relation_test_code_smell_ML\dataset\projects\okhttp\regression-test\src\androidTest\java\okhttp\regression\LetsEncryptTest.java,dataset/projects/okhttp/regression-test/src/androidTest/java/okhttp/regression/LetsEncryptTest.java,LetsEncryptTest.java,LetsEncryptTest,getPassesAdditionalCert,6,0,void,public,true,false,true,true
GitHub,relation_test_code_smell_ML,C:\Users\ismak\Documents\GitHub\relation_test_code_smell_ML\dataset\projects\okhttp\regression-test\src\androidTest\java\okhttp\regression\LetsEncryptTest.java,dataset/projects/okhttp/regression-test/src/androidTest/java/okhttp/regression/LetsEncryptTest.java,LetsEncryptTest.java,LetsEncryptTest,sendRequest,2,2,void,private,false,false,true,true
