App,Tag,FilePath,RelativeFilePath,FileName,ClassName,Comment
GitHub,relation_test_code_smell_ML,C:\Users\ismak\Documents\GitHub\relation_test_code_smell_ML\dataset\projects\cassandra\test\burn\org\apache\cassandra\concurrent\LongOpOrderTest.java,dataset/projects/cassandra/test/burn/org/apache/cassandra/concurrent/LongOpOrderTest.java,LongOpOrderTest.java,Producer,""" TODO: should also test markBlocking and SyncOrdered"""
GitHub,relation_test_code_smell_ML,C:\Users\ismak\Documents\GitHub\relation_test_code_smell_ML\dataset\projects\cassandra\test\burn\org\apache\cassandra\net\ConnectionBurnTest.java,dataset/projects/cassandra/test/burn/org/apache/cassandra/net/ConnectionBurnTest.java,ConnectionBurnTest.java,WrappedInboundCallbacks,""" TODO: slowly modify the pattern of interrupts, from often to infrequent"""
GitHub,relation_test_code_smell_ML,C:\Users\ismak\Documents\GitHub\relation_test_code_smell_ML\dataset\projects\cassandra\test\burn\org\apache\cassandra\net\ConnectionBurnTest.java,dataset/projects/cassandra/test/burn/org/apache/cassandra/net/ConnectionBurnTest.java,ConnectionBurnTest.java,WrappedInboundCallbacks,""" TODO: slowly modify the pattern of interrupts, from often to infrequent"""
GitHub,relation_test_code_smell_ML,C:\Users\ismak\Documents\GitHub\relation_test_code_smell_ML\dataset\projects\cassandra\test\burn\org\apache\cassandra\transport\DriverBurnTest.java,dataset/projects/cassandra/test/burn/org/apache/cassandra/transport/DriverBurnTest.java,DriverBurnTest.java,DriverBurnTest,""" unused"""
GitHub,relation_test_code_smell_ML,C:\Users\ismak\Documents\GitHub\relation_test_code_smell_ML\dataset\projects\cassandra\test\burn\org\apache\cassandra\transport\SimpleClientBurnTest.java,dataset/projects/cassandra/test/burn/org/apache/cassandra/transport/SimpleClientBurnTest.java,SimpleClientBurnTest.java,SimpleClientBurnTest,""" TODO: exercise client -> server large messages"""
GitHub,relation_test_code_smell_ML,C:\Users\ismak\Documents\GitHub\relation_test_code_smell_ML\dataset\projects\cassandra\test\burn\org\apache\cassandra\transport\SimpleClientPerfTest.java,dataset/projects/cassandra/test/burn/org/apache/cassandra/transport/SimpleClientPerfTest.java,SimpleClientPerfTest.java,SimpleClientPerfTest,""" unused"""
GitHub,relation_test_code_smell_ML,C:\Users\ismak\Documents\GitHub\relation_test_code_smell_ML\dataset\projects\cassandra\test\burn\org\apache\cassandra\transport\SimpleClientPerfTest.java,dataset/projects/cassandra/test/burn/org/apache/cassandra/transport/SimpleClientPerfTest.java,SimpleClientPerfTest.java,SimpleClientPerfTest,""" TODO: exercise client -> server large messages"""
GitHub,relation_test_code_smell_ML,C:\Users\ismak\Documents\GitHub\relation_test_code_smell_ML\dataset\projects\cassandra\test\burn\org\apache\cassandra\utils\LongBTreeTest.java,dataset/projects/cassandra/test/burn/org/apache/cassandra/utils/LongBTreeTest.java,LongBTreeTest.java,InverseNoOp,""" TODO randomise this for each test"""
GitHub,relation_test_code_smell_ML,C:\Users\ismak\Documents\GitHub\relation_test_code_smell_ML\dataset\projects\cassandra\test\burn\org\apache\cassandra\utils\LongBTreeTest.java,dataset/projects/cassandra/test/burn/org/apache/cassandra/utils/LongBTreeTest.java,LongBTreeTest.java,InverseNoOp,""" TODO randomise this for each test"""
GitHub,relation_test_code_smell_ML,C:\Users\ismak\Documents\GitHub\relation_test_code_smell_ML\dataset\projects\cassandra\test\burn\org\apache\cassandra\utils\LongBTreeTest.java,dataset/projects/cassandra/test/burn/org/apache/cassandra/utils/LongBTreeTest.java,LongBTreeTest.java,InverseNoOp,""" TODO: revisit logic, document and ensure producing enough distinct patterns"""
GitHub,relation_test_code_smell_ML,C:\Users\ismak\Documents\GitHub\relation_test_code_smell_ML\dataset\projects\cassandra\test\burn\org\apache\cassandra\utils\LongBTreeTest.java,dataset/projects/cassandra/test/burn/org/apache/cassandra/utils/LongBTreeTest.java,LongBTreeTest.java,InverseNoOp,""" TODO: select random patterns of data as well as pure random data (i.e. random sequences, random fixed offsets, random mixes of the above)"""
GitHub,relation_test_code_smell_ML,C:\Users\ismak\Documents\GitHub\relation_test_code_smell_ML\dataset\projects\cassandra\test\burn\org\apache\cassandra\utils\LongBTreeTest.java,dataset/projects/cassandra/test/burn/org/apache/cassandra/utils/LongBTreeTest.java,LongBTreeTest.java,InverseNoOp,""" TODO: introduce patterns to verification, esp. to transform and update"""
GitHub,relation_test_code_smell_ML,C:\Users\ismak\Documents\GitHub\relation_test_code_smell_ML\dataset\projects\cassandra\test\burn\org\apache\cassandra\utils\LongBTreeTest.java,dataset/projects/cassandra/test/burn/org/apache/cassandra/utils/LongBTreeTest.java,LongBTreeTest.java,InverseNoOp,""" TODO: revisit logic, document and ensure producing enough distinct patterns"""
GitHub,relation_test_code_smell_ML,C:\Users\ismak\Documents\GitHub\relation_test_code_smell_ML\dataset\projects\cassandra\test\burn\org\apache\cassandra\utils\LongBTreeTest.java,dataset/projects/cassandra/test/burn/org/apache/cassandra/utils/LongBTreeTest.java,LongBTreeTest.java,InverseNoOp,""" TODO: select random patterns of data as well as pure random data (i.e. random sequences, random fixed offsets, random mixes of the above)"""
