App,Tag,FilePath,RelativeFilePath,FileName,ClassName,Comment
GitHub,relation_test_code_smell_ML,C:\Users\ismak\Documents\GitHub\relation_test_code_smell_ML\dataset\projects\mockito\mockito-core\src\test\java\org\mockito\internal\invocation\SerializableMethodTest.java,dataset/projects/mockito/mockito-core/src/test/java/org/mockito/internal/invocation/SerializableMethodTest.java,SerializableMethodTest.java,SerializableMethodTest,""" TODO: add tests for generated equals() method"""
GitHub,relation_test_code_smell_ML,C:\Users\ismak\Documents\GitHub\relation_test_code_smell_ML\dataset\projects\mockito\mockito-core\src\test\java\org\mockito\internal\invocation\SerializableMethodTest.java,dataset/projects/mockito/mockito-core/src/test/java/org/mockito/internal/invocation/SerializableMethodTest.java,SerializableMethodTest.java,SerializableMethodTest,""" TODO: add tests for generated equals() method"""
GitHub,relation_test_code_smell_ML,C:\Users\ismak\Documents\GitHub\relation_test_code_smell_ML\dataset\projects\mockito\mockito-core\src\test\java\org\mockito\internal\junit\ArgMismatchFinderTest.java,dataset/projects/mockito/mockito-core/src/test/java/org/mockito/internal/junit/ArgMismatchFinderTest.java,ArgMismatchFinderTest.java,ArgMismatchFinderTest,""" unused"""
GitHub,relation_test_code_smell_ML,C:\Users\ismak\Documents\GitHub\relation_test_code_smell_ML\dataset\projects\mockito\mockito-core\src\test\java\org\mockito\internal\util\PlatformTest.java,dataset/projects/mockito/mockito-core/src/test/java/org/mockito/internal/util/PlatformTest.java,PlatformTest.java,PlatformTest,""" TODO use ClassLoaders"""
GitHub,relation_test_code_smell_ML,C:\Users\ismak\Documents\GitHub\relation_test_code_smell_ML\dataset\projects\mockito\mockito-core\src\test\java\org\mockito\internal\util\PlatformTest.java,dataset/projects/mockito/mockito-core/src/test/java/org/mockito/internal/util/PlatformTest.java,PlatformTest.java,PlatformTest,""" TODO use ClassLoaders"""
GitHub,relation_test_code_smell_ML,C:\Users\ismak\Documents\GitHub\relation_test_code_smell_ML\dataset\projects\mockito\mockito-core\src\test\java\org\mockito\MockitoTest.java,dataset/projects/mockito/mockito-core/src/test/java/org/mockito/MockitoTest.java,MockitoTest.java,Dummy,""" TODO Consider to move to separate test"""
GitHub,relation_test_code_smell_ML,C:\Users\ismak\Documents\GitHub\relation_test_code_smell_ML\dataset\projects\mockito\mockito-core\src\test\java\org\mockito\StaticMockingExperimentTest.java,dataset/projects/mockito/mockito-core/src/test/java/org/mockito/StaticMockingExperimentTest.java,StaticMockingExperimentTest.java,ConstructorMethodAdapter,"""
     * Adapts constructor to method calls needed to work with Mockito API.
     """
GitHub,relation_test_code_smell_ML,C:\Users\ismak\Documents\GitHub\relation_test_code_smell_ML\dataset\projects\mockito\mockito-core\src\test\java\org\mockito\StaticMockingExperimentTest.java,dataset/projects/mockito/mockito-core/src/test/java/org/mockito/StaticMockingExperimentTest.java,StaticMockingExperimentTest.java,ConstructorMethodAdapter,"""
     * Adapts constructor to method calls needed to work with Mockito API.
     """
GitHub,relation_test_code_smell_ML,C:\Users\ismak\Documents\GitHub\relation_test_code_smell_ML\dataset\projects\mockito\mockito-core\src\test\java\org\mockito\StaticMockingExperimentTest.java,dataset/projects/mockito/mockito-core/src/test/java/org/mockito/StaticMockingExperimentTest.java,StaticMockingExperimentTest.java,ConstructorMethodAdapter,"""
     * Adapts constructor to method calls needed to work with Mockito API.
     """
GitHub,relation_test_code_smell_ML,C:\Users\ismak\Documents\GitHub\relation_test_code_smell_ML\dataset\projects\mockito\mockito-core\src\test\java\org\mockitousage\bugs\MultithreadedStubbingHalfManualTest.java,dataset/projects/mockito/mockito-core/src/test/java/org/mockitousage/bugs/MultithreadedStubbingHalfManualTest.java,MultithreadedStubbingHalfManualTest.java,ToMock,""" TODO make it also showing errors for doReturn()"""
GitHub,relation_test_code_smell_ML,C:\Users\ismak\Documents\GitHub\relation_test_code_smell_ML\dataset\projects\mockito\mockito-core\src\test\java\org\mockitousage\configuration\ClassCacheVersusClassReloadingTest.java,dataset/projects/mockito/mockito-core/src/test/java/org/mockitousage/configuration/ClassCacheVersusClassReloadingTest.java,ClassCacheVersusClassReloadingTest.java,PrepareMockito,""" TODO refactor to use ClassLoaders"""
