App,Tag,FilePath,RelativeFilePath,FileName,ClassName,MethodName,TotalStatements,TotalParameters,ReturnType,AccessModifier,MethodHasAnnotation,MethodHasTestInName,FileHasTestInName,ClassHasTestInName
GitHub,relation_test_code_smell_ML,C:\Users\ismak\Documents\GitHub\relation_test_code_smell_ML\dataset\projects\cassandra\examples\ssl-factory\test\unit\org\apache\cassandra\security\KubernetesSecretsPEMSslContextFactoryTest.java,dataset/projects/cassandra/examples/ssl-factory/test/unit/org/apache/cassandra/security/KubernetesSecretsPEMSslContextFactoryTest.java,KubernetesSecretsPEMSslContextFactoryTest.java,KubernetesSecretsPEMSslContextFactoryForTestOnly,prepare,5,0,void,public; static,false,false,true,false
GitHub,relation_test_code_smell_ML,C:\Users\ismak\Documents\GitHub\relation_test_code_smell_ML\dataset\projects\cassandra\examples\ssl-factory\test\unit\org\apache\cassandra\security\KubernetesSecretsPEMSslContextFactoryTest.java,dataset/projects/cassandra/examples/ssl-factory/test/unit/org/apache/cassandra/security/KubernetesSecretsPEMSslContextFactoryTest.java,KubernetesSecretsPEMSslContextFactoryTest.java,KubernetesSecretsPEMSslContextFactoryForTestOnly,deleteFileIfExists,1,1,void,private; static,false,false,true,false
GitHub,relation_test_code_smell_ML,C:\Users\ismak\Documents\GitHub\relation_test_code_smell_ML\dataset\projects\cassandra\examples\ssl-factory\test\unit\org\apache\cassandra\security\KubernetesSecretsPEMSslContextFactoryTest.java,dataset/projects/cassandra/examples/ssl-factory/test/unit/org/apache/cassandra/security/KubernetesSecretsPEMSslContextFactoryTest.java,KubernetesSecretsPEMSslContextFactoryTest.java,KubernetesSecretsPEMSslContextFactoryForTestOnly,readFile,2,1,String,private; static,false,false,true,false
GitHub,relation_test_code_smell_ML,C:\Users\ismak\Documents\GitHub\relation_test_code_smell_ML\dataset\projects\cassandra\examples\ssl-factory\test\unit\org\apache\cassandra\security\KubernetesSecretsPEMSslContextFactoryTest.java,dataset/projects/cassandra/examples/ssl-factory/test/unit/org/apache/cassandra/security/KubernetesSecretsPEMSslContextFactoryTest.java,KubernetesSecretsPEMSslContextFactoryTest.java,KubernetesSecretsPEMSslContextFactoryForTestOnly,setup,5,0,void,public,false,false,true,false
GitHub,relation_test_code_smell_ML,C:\Users\ismak\Documents\GitHub\relation_test_code_smell_ML\dataset\projects\cassandra\examples\ssl-factory\test\unit\org\apache\cassandra\security\KubernetesSecretsPEMSslContextFactoryTest.java,dataset/projects/cassandra/examples/ssl-factory/test/unit/org/apache/cassandra/security/KubernetesSecretsPEMSslContextFactoryTest.java,KubernetesSecretsPEMSslContextFactoryTest.java,KubernetesSecretsPEMSslContextFactoryForTestOnly,addKeystoreOptions,4,1,void,private,false,false,true,false
GitHub,relation_test_code_smell_ML,C:\Users\ismak\Documents\GitHub\relation_test_code_smell_ML\dataset\projects\cassandra\examples\ssl-factory\test\unit\org\apache\cassandra\security\KubernetesSecretsPEMSslContextFactoryTest.java,dataset/projects/cassandra/examples/ssl-factory/test/unit/org/apache/cassandra/security/KubernetesSecretsPEMSslContextFactoryTest.java,KubernetesSecretsPEMSslContextFactoryTest.java,KubernetesSecretsPEMSslContextFactoryForTestOnly,addUnencryptedKeystoreOptions,4,1,void,private,false,false,true,false
GitHub,relation_test_code_smell_ML,C:\Users\ismak\Documents\GitHub\relation_test_code_smell_ML\dataset\projects\cassandra\examples\ssl-factory\test\unit\org\apache\cassandra\security\KubernetesSecretsPEMSslContextFactoryTest.java,dataset/projects/cassandra/examples/ssl-factory/test/unit/org/apache/cassandra/security/KubernetesSecretsPEMSslContextFactoryTest.java,KubernetesSecretsPEMSslContextFactoryTest.java,KubernetesSecretsPEMSslContextFactoryForTestOnly,buildTrustManagerFactoryWithInvalidTrustedCertificates,6,0,void,public,true,false,true,false
GitHub,relation_test_code_smell_ML,C:\Users\ismak\Documents\GitHub\relation_test_code_smell_ML\dataset\projects\cassandra\examples\ssl-factory\test\unit\org\apache\cassandra\security\KubernetesSecretsPEMSslContextFactoryTest.java,dataset/projects/cassandra/examples/ssl-factory/test/unit/org/apache/cassandra/security/KubernetesSecretsPEMSslContextFactoryTest.java,KubernetesSecretsPEMSslContextFactoryTest.java,KubernetesSecretsPEMSslContextFactoryForTestOnly,buildTrustManagerFactoryHappyPath,6,0,void,public,true,false,true,false
GitHub,relation_test_code_smell_ML,C:\Users\ismak\Documents\GitHub\relation_test_code_smell_ML\dataset\projects\cassandra\examples\ssl-factory\test\unit\org\apache\cassandra\security\KubernetesSecretsPEMSslContextFactoryTest.java,dataset/projects/cassandra/examples/ssl-factory/test/unit/org/apache/cassandra/security/KubernetesSecretsPEMSslContextFactoryTest.java,KubernetesSecretsPEMSslContextFactoryTest.java,KubernetesSecretsPEMSslContextFactoryForTestOnly,buildKeyManagerFactoryWithInvalidPrivateKey,6,0,void,public,true,false,true,false
GitHub,relation_test_code_smell_ML,C:\Users\ismak\Documents\GitHub\relation_test_code_smell_ML\dataset\projects\cassandra\examples\ssl-factory\test\unit\org\apache\cassandra\security\KubernetesSecretsPEMSslContextFactoryTest.java,dataset/projects/cassandra/examples/ssl-factory/test/unit/org/apache/cassandra/security/KubernetesSecretsPEMSslContextFactoryTest.java,KubernetesSecretsPEMSslContextFactoryTest.java,KubernetesSecretsPEMSslContextFactoryForTestOnly,buildKeyManagerFactoryWithBadPassword,6,0,void,public,true,false,true,false
