App,Tag,FilePath,RelativeFilePath,FileName,ClassName,MethodName,TotalStatements,TotalParameters,ReturnType,AccessModifier,MethodHasAnnotation,MethodHasTestInName,FileHasTestInName,ClassHasTestInName
GitHub,relation_test_code_smell_ML,C:\Users\ismak\Documents\GitHub\relation_test_code_smell_ML\dataset\projects\netty\buffer\src\test\java\io\netty\buffer\AbstractAdaptiveByteBufTest.java,dataset/projects/netty/buffer/src/test/java/io/netty/buffer/AbstractAdaptiveByteBufTest.java,AbstractAdaptiveByteBufTest.java,AbstractAdaptiveByteBufTest,alloc,1,2,ByteBuf,protected; final,false,false,true,true
GitHub,relation_test_code_smell_ML,C:\Users\ismak\Documents\GitHub\relation_test_code_smell_ML\dataset\projects\netty\buffer\src\test\java\io\netty\buffer\AbstractAdaptiveByteBufTest.java,dataset/projects/netty/buffer/src/test/java/io/netty/buffer/AbstractAdaptiveByteBufTest.java,AbstractAdaptiveByteBufTest.java,AbstractAdaptiveByteBufTest,alloc,0,3,ByteBuf,protected; abstract,false,false,true,true
GitHub,relation_test_code_smell_ML,C:\Users\ismak\Documents\GitHub\relation_test_code_smell_ML\dataset\projects\netty\buffer\src\test\java\io\netty\buffer\AbstractAdaptiveByteBufTest.java,dataset/projects/netty/buffer/src/test/java/io/netty/buffer/AbstractAdaptiveByteBufTest.java,AbstractAdaptiveByteBufTest.java,AbstractAdaptiveByteBufTest,testMaxFastWritableBytes,0,0,void,public,true,true,true,true
GitHub,relation_test_code_smell_ML,C:\Users\ismak\Documents\GitHub\relation_test_code_smell_ML\dataset\projects\netty\buffer\src\test\java\io\netty\buffer\AbstractAdaptiveByteBufTest.java,dataset/projects/netty/buffer/src/test/java/io/netty/buffer/AbstractAdaptiveByteBufTest.java,AbstractAdaptiveByteBufTest.java,AbstractAdaptiveByteBufTest,testEnsureWritableDoesntGrowTooMuch,0,0,void,public,true,true,true,true
GitHub,relation_test_code_smell_ML,C:\Users\ismak\Documents\GitHub\relation_test_code_smell_ML\dataset\projects\netty\buffer\src\test\java\io\netty\buffer\AbstractByteBufAllocatorTest.java,dataset/projects/netty/buffer/src/test/java/io/netty/buffer/AbstractByteBufAllocatorTest.java,AbstractByteBufAllocatorTest.java,AbstractByteBufAllocatorTest,newAllocator,0,1,T,protected; abstract,false,false,true,true
GitHub,relation_test_code_smell_ML,C:\Users\ismak\Documents\GitHub\relation_test_code_smell_ML\dataset\projects\netty\buffer\src\test\java\io\netty\buffer\AbstractByteBufAllocatorTest.java,dataset/projects/netty/buffer/src/test/java/io/netty/buffer/AbstractByteBufAllocatorTest.java,AbstractByteBufAllocatorTest.java,AbstractByteBufAllocatorTest,newUnpooledAllocator,0,0,T,protected; abstract,false,false,true,true
GitHub,relation_test_code_smell_ML,C:\Users\ismak\Documents\GitHub\relation_test_code_smell_ML\dataset\projects\netty\buffer\src\test\java\io\netty\buffer\AbstractByteBufAllocatorTest.java,dataset/projects/netty/buffer/src/test/java/io/netty/buffer/AbstractByteBufAllocatorTest.java,AbstractByteBufAllocatorTest.java,AbstractByteBufAllocatorTest,isDirectExpected,1,1,boolean,protected,false,false,true,true
GitHub,relation_test_code_smell_ML,C:\Users\ismak\Documents\GitHub\relation_test_code_smell_ML\dataset\projects\netty\buffer\src\test\java\io\netty\buffer\AbstractByteBufAllocatorTest.java,dataset/projects/netty/buffer/src/test/java/io/netty/buffer/AbstractByteBufAllocatorTest.java,AbstractByteBufAllocatorTest.java,AbstractByteBufAllocatorTest,defaultMaxCapacity,1,0,int,protected; final,false,false,true,true
GitHub,relation_test_code_smell_ML,C:\Users\ismak\Documents\GitHub\relation_test_code_smell_ML\dataset\projects\netty\buffer\src\test\java\io\netty\buffer\AbstractByteBufAllocatorTest.java,dataset/projects/netty/buffer/src/test/java/io/netty/buffer/AbstractByteBufAllocatorTest.java,AbstractByteBufAllocatorTest.java,AbstractByteBufAllocatorTest,defaultMaxComponents,1,0,int,protected; final,false,false,true,true
GitHub,relation_test_code_smell_ML,C:\Users\ismak\Documents\GitHub\relation_test_code_smell_ML\dataset\projects\netty\buffer\src\test\java\io\netty\buffer\AbstractByteBufAllocatorTest.java,dataset/projects/netty/buffer/src/test/java/io/netty/buffer/AbstractByteBufAllocatorTest.java,AbstractByteBufAllocatorTest.java,AbstractByteBufAllocatorTest,testCalculateNewCapacity,2,0,void,public,true,true,true,true
GitHub,relation_test_code_smell_ML,C:\Users\ismak\Documents\GitHub\relation_test_code_smell_ML\dataset\projects\netty\buffer\src\test\java\io\netty\buffer\AbstractByteBufAllocatorTest.java,dataset/projects/netty/buffer/src/test/java/io/netty/buffer/AbstractByteBufAllocatorTest.java,AbstractByteBufAllocatorTest.java,AbstractByteBufAllocatorTest,testCalculateNewCapacity,8,1,void,private,false,true,true,true
GitHub,relation_test_code_smell_ML,C:\Users\ismak\Documents\GitHub\relation_test_code_smell_ML\dataset\projects\netty\buffer\src\test\java\io\netty\buffer\AbstractByteBufAllocatorTest.java,dataset/projects/netty/buffer/src/test/java/io/netty/buffer/AbstractByteBufAllocatorTest.java,AbstractByteBufAllocatorTest.java,AbstractByteBufAllocatorTest,testUnsafeHeapBufferAndUnsafeDirectBuffer,7,0,void,public,true,true,true,true
