file,class,method,constructor,line,cbo,cboModified,fanin,fanout,wmc,rfc,loc,returnsQty,variablesQty,parametersQty,methodsInvokedQty,methodsInvokedLocalQty,methodsInvokedIndirectLocalQty,loopQty,comparisonsQty,tryCatchQty,parenthesizedExpsQty,stringLiteralsQty,numbersQty,assignmentsQty,mathOperationsQty,maxNestedBlocksQty,anonymousClassesQty,innerClassesQty,lambdasQty,uniqueWordsQty,modifiers,logStatementsQty,hasJavaDoc
C:\Users\ismak\Documents\GitHub\relation_test_code_smell_ML\dataset\projects\pulsar\pulsar-broker\src\test\java\org\apache\pulsar\client\impl\UnAcknowledgedMessagesTimeoutTest.java,org.apache.pulsar.client.impl.UnAcknowledgedMessagesTimeoutTest,"testCheckUnAcknowledgedMessageRedeliveryTimer/4[long,long,long,int]",false,475,6,3,0,3,5,31,29,0,15,4,31,0,0,3,1,0,0,4,10,15,7,2,0,0,0,41,1,1,false
C:\Users\ismak\Documents\GitHub\relation_test_code_smell_ML\dataset\projects\pulsar\pulsar-broker\src\test\java\org\apache\pulsar\client\impl\UnAcknowledgedMessagesTimeoutTest.java,org.apache.pulsar.client.impl.UnAcknowledgedMessagesTimeoutTest,testSingleMessageBatch/0,false,524,5,1,0,1,1,24,19,0,4,0,24,0,0,0,0,0,4,4,5,6,0,0,0,0,0,16,1,0,false
C:\Users\ismak\Documents\GitHub\relation_test_code_smell_ML\dataset\projects\pulsar\pulsar-broker\src\test\java\org\apache\pulsar\client\impl\UnAcknowledgedMessagesTimeoutTest.java,org.apache.pulsar.client.impl.UnAcknowledgedMessagesTimeoutTest,"receiveAllMessage/2[org.apache.pulsar.client.impl.Consumer<?>,boolean]",false,265,2,1,1,0,3,6,13,1,2,2,6,0,0,1,1,0,0,2,3,3,0,2,0,0,0,10,10,1,false
C:\Users\ismak\Documents\GitHub\relation_test_code_smell_ML\dataset\projects\pulsar\pulsar-broker\src\test\java\org\apache\pulsar\client\impl\UnAcknowledgedMessagesTimeoutTest.java,org.apache.pulsar.client.impl.UnAcknowledgedMessagesTimeoutTest,variationsBackoff/0,false,464,1,0,0,0,1,0,3,1,0,0,0,0,0,0,0,0,0,1,8,0,0,0,0,0,0,3,9,0,false
C:\Users\ismak\Documents\GitHub\relation_test_code_smell_ML\dataset\projects\pulsar\pulsar-client\src\test\java\org\apache\pulsar\client\api\ConsumerIdTest.java,org.apache.pulsar.client.api.ConsumerIdTest,getSubscriptionTest/0,false,39,2,0,0,0,1,2,4,0,1,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,8,1,0,false
C:\Users\ismak\Documents\GitHub\relation_test_code_smell_ML\dataset\projects\pulsar\pulsar-client\src\test\java\org\apache\pulsar\client\api\ConsumerIdTest.java,org.apache.pulsar.client.api.ConsumerIdTest,getTopicTest/0,false,33,2,0,0,0,1,2,4,0,1,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,8,1,0,false
C:\Users\ismak\Documents\GitHub\relation_test_code_smell_ML\dataset\projects\pulsar\pulsar-client\src\test\java\org\apache\pulsar\client\api\ConsumerIdTest.java,org.apache.pulsar.client.api.ConsumerIdTest,hashCodeTest/0,false,45,2,0,0,0,1,3,4,0,1,0,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,8,1,0,false
C:\Users\ismak\Documents\GitHub\relation_test_code_smell_ML\dataset\projects\pulsar\pulsar-client\src\test\java\org\apache\pulsar\client\api\ConsumerIdTest.java,org.apache.pulsar.client.api.ConsumerIdTest,equalTest/0,false,51,2,0,0,0,1,2,8,0,3,0,2,0,0,0,0,0,0,1,0,3,0,0,0,0,0,11,1,0,false
C:\Users\ismak\Documents\GitHub\relation_test_code_smell_ML\dataset\projects\pulsar\pulsar-client\src\test\java\org\apache\pulsar\client\api\ConsumerIdTest.java,org.apache.pulsar.client.api.ConsumerIdTest,compareToTest/0,false,64,2,0,0,0,1,2,7,0,3,0,2,0,0,0,0,0,0,0,2,3,0,0,0,0,0,11,1,0,false
C:\Users\ismak\Documents\GitHub\relation_test_code_smell_ML\dataset\projects\pulsar\pulsar-common\src\test\java\org\apache\pulsar\common\scalable\HashRangeTest.java,org.apache.pulsar.common.scalable.HashRangeTest,testContainsRange/0,false,48,2,0,0,0,1,4,6,0,2,0,4,0,0,0,0,0,0,0,4,2,0,0,0,0,0,9,1,0,false
C:\Users\ismak\Documents\GitHub\relation_test_code_smell_ML\dataset\projects\pulsar\pulsar-common\src\test\java\org\apache\pulsar\common\scalable\HashRangeTest.java,org.apache.pulsar.common.scalable.HashRangeTest,testHexRoundTrip/0,false,103,2,0,0,0,1,4,6,0,2,0,4,0,0,0,0,0,0,1,2,2,0,0,0,0,0,10,1,0,false
C:\Users\ismak\Documents\GitHub\relation_test_code_smell_ML\dataset\projects\pulsar\pulsar-common\src\test\java\org\apache\pulsar\common\scalable\HashRangeTest.java,org.apache.pulsar.common.scalable.HashRangeTest,testMergeAdjacent/0,false,79,2,0,0,0,1,4,6,0,2,0,4,0,0,0,0,0,0,0,4,2,0,0,0,0,0,9,1,0,false
C:\Users\ismak\Documents\GitHub\relation_test_code_smell_ML\dataset\projects\pulsar\pulsar-common\src\test\java\org\apache\pulsar\common\scalable\HashRangeTest.java,org.apache.pulsar.common.scalable.HashRangeTest,testContainsHash/0,false,38,2,0,0,0,1,4,8,0,1,0,4,0,0,0,0,0,0,0,7,1,0,0,0,0,0,14,1,0,false
C:\Users\ismak\Documents\GitHub\relation_test_code_smell_ML\dataset\projects\pulsar\pulsar-common\src\test\java\org\apache\pulsar\common\scalable\HashRangeTest.java,org.apache.pulsar.common.scalable.HashRangeTest,testSplitSmallRange/0,false,65,2,0,0,0,1,3,6,0,2,0,3,0,0,0,0,0,0,0,8,2,0,0,0,0,0,9,1,0,false
C:\Users\ismak\Documents\GitHub\relation_test_code_smell_ML\dataset\projects\pulsar\pulsar-common\src\test\java\org\apache\pulsar\common\scalable\HashRangeTest.java,org.apache.pulsar.common.scalable.HashRangeTest,testFullRange/0,false,30,2,0,0,0,1,5,6,0,1,0,5,0,0,0,0,0,0,0,3,1,0,0,0,0,0,7,1,0,false
C:\Users\ismak\Documents\GitHub\relation_test_code_smell_ML\dataset\projects\pulsar\pulsar-common\src\test\java\org\apache\pulsar\common\scalable\HashRangeTest.java,org.apache.pulsar.common.scalable.HashRangeTest,testMergeNonAdjacent/0,false,87,2,0,0,0,1,3,5,0,2,0,3,0,0,0,0,0,0,0,4,2,0,0,0,0,1,10,1,0,false
C:\Users\ismak\Documents\GitHub\relation_test_code_smell_ML\dataset\projects\pulsar\pulsar-common\src\test\java\org\apache\pulsar\common\scalable\HashRangeTest.java,org.apache.pulsar.common.scalable.HashRangeTest,testSplit/0,false,56,2,0,0,0,1,5,7,0,2,0,5,0,0,0,0,0,0,0,8,2,1,0,0,0,0,8,1,0,false
C:\Users\ismak\Documents\GitHub\relation_test_code_smell_ML\dataset\projects\pulsar\pulsar-common\src\test\java\org\apache\pulsar\common\scalable\HashRangeTest.java,org.apache.pulsar.common.scalable.HashRangeTest,testIsAdjacentTo/0,false,94,2,0,0,0,1,4,7,0,2,0,4,0,0,0,0,0,0,0,6,2,0,0,0,0,0,11,1,0,false
C:\Users\ismak\Documents\GitHub\relation_test_code_smell_ML\dataset\projects\pulsar\pulsar-common\src\test\java\org\apache\pulsar\common\scalable\HashRangeTest.java,org.apache.pulsar.common.scalable.HashRangeTest,testToString/0,false,127,2,0,0,0,1,3,4,0,1,0,3,0,0,0,0,0,0,1,2,1,0,0,0,0,0,8,1,0,false
C:\Users\ismak\Documents\GitHub\relation_test_code_smell_ML\dataset\projects\pulsar\pulsar-common\src\test\java\org\apache\pulsar\common\scalable\HashRangeTest.java,org.apache.pulsar.common.scalable.HashRangeTest,testComparable/0,false,111,2,0,0,0,3,4,7,0,2,0,4,0,0,0,0,0,0,0,7,2,0,0,0,0,0,9,1,0,false
C:\Users\ismak\Documents\GitHub\relation_test_code_smell_ML\dataset\projects\pulsar\pulsar-common\src\test\java\org\apache\pulsar\common\scalable\HashRangeTest.java,org.apache.pulsar.common.scalable.HashRangeTest,testCannotSplitSingleValue/0,false,73,2,0,0,0,1,2,4,0,1,0,2,0,0,0,0,0,0,0,2,1,0,0,0,0,0,10,1,0,false
C:\Users\ismak\Documents\GitHub\relation_test_code_smell_ML\dataset\projects\pulsar\pulsar-common\src\test\java\org\apache\pulsar\common\scalable\HashRangeTest.java,org.apache.pulsar.common.scalable.HashRangeTest,testInvalidRange/0,false,120,1,0,0,0,1,2,5,0,0,0,2,0,0,0,0,0,0,0,6,0,0,0,0,0,3,5,1,0,false
C:\Users\ismak\Documents\GitHub\relation_test_code_smell_ML\dataset\projects\pulsar\pulsar-client\src\main\java\org\apache\pulsar\client\impl\MultiplierRedeliveryBackoff.java,org.apache.pulsar.client.impl.MultiplierRedeliveryBackoff$MultiplierRedeliveryBackoffBuilder,minDelayMs/1[long],false,64,1,2,2,0,1,0,4,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,7,1,0,false
C:\Users\ismak\Documents\GitHub\relation_test_code_smell_ML\dataset\projects\pulsar\pulsar-client\src\main\java\org\apache\pulsar\client\impl\MultiplierRedeliveryBackoff.java,org.apache.pulsar.client.impl.MultiplierRedeliveryBackoff$MultiplierRedeliveryBackoffBuilder,build/0,false,79,1,7,6,1,4,1,6,1,0,0,1,0,0,0,0,0,0,3,2,0,0,0,0,0,0,15,1,0,false
C:\Users\ismak\Documents\GitHub\relation_test_code_smell_ML\dataset\projects\pulsar\pulsar-client\src\main\java\org\apache\pulsar\client\impl\MultiplierRedeliveryBackoff.java,org.apache.pulsar.client.impl.MultiplierRedeliveryBackoff$MultiplierRedeliveryBackoffBuilder,maxDelayMs/1[long],false,69,1,2,2,0,1,0,4,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,7,1,0,false
C:\Users\ismak\Documents\GitHub\relation_test_code_smell_ML\dataset\projects\pulsar\pulsar-client\src\main\java\org\apache\pulsar\client\impl\MultiplierRedeliveryBackoff.java,org.apache.pulsar.client.impl.MultiplierRedeliveryBackoff$MultiplierRedeliveryBackoffBuilder,multiplier/1[double],false,74,1,1,1,0,1,0,4,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,5,1,0,false
C:\Users\ismak\Documents\GitHub\relation_test_code_smell_ML\dataset\projects\pulsar\pulsar-functions\java-examples\src\main\java\org\apache\pulsar\functions\api\examples\UserMetricFunction.java,org.apache.pulsar.functions.api.examples.UserMetricFunction,"process/2[java.lang.String,org.apache.pulsar.functions.api.Context]",false,30,2,1,0,1,1,2,4,1,0,2,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,4,1,0,false
C:\Users\ismak\Documents\GitHub\relation_test_code_smell_ML\dataset\projects\pulsar\pulsar-common\src\main\java\org\apache\pulsar\common\policies\impl\NamespaceIsolationPolicyImpl.java,org.apache.pulsar.common.policies.impl.NamespaceIsolationPolicyImpl,NamespaceIsolationPolicyImpl/1[org.apache.pulsar.common.policies.impl.NamespaceIsolationData],true,64,1,3,3,0,1,6,7,0,0,1,6,0,0,0,0,0,0,0,0,5,0,0,0,0,0,6,1,0,false
C:\Users\ismak\Documents\GitHub\relation_test_code_smell_ML\dataset\projects\pulsar\pulsar-common\src\main\java\org\apache\pulsar\common\policies\impl\NamespaceIsolationPolicyImpl.java,org.apache.pulsar.common.policies.impl.NamespaceIsolationPolicyImpl,toString/0,false,175,0,0,0,0,1,1,3,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,7,1,0,false
C:\Users\ismak\Documents\GitHub\relation_test_code_smell_ML\dataset\projects\pulsar\pulsar-common\src\main\java\org\apache\pulsar\common\policies\impl\NamespaceIsolationPolicyImpl.java,org.apache.pulsar.common.policies.impl.NamespaceIsolationPolicyImpl,isPrimaryBrokerAvailable/1[org.apache.pulsar.common.policies.impl.BrokerStatus],false,169,2,1,0,1,1,3,3,1,0,1,3,1,2,0,0,0,0,0,0,0,0,0,0,0,0,6,1,0,false
C:\Users\ismak\Documents\GitHub\relation_test_code_smell_ML\dataset\projects\pulsar\pulsar-common\src\main\java\org\apache\pulsar\common\policies\impl\NamespaceIsolationPolicyImpl.java,org.apache.pulsar.common.policies.impl.NamespaceIsolationPolicyImpl,getSecondaryBrokers/0,false,78,0,0,0,0,1,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,false
C:\Users\ismak\Documents\GitHub\relation_test_code_smell_ML\dataset\projects\pulsar\pulsar-common\src\main\java\org\apache\pulsar\common\policies\impl\NamespaceIsolationPolicyImpl.java,org.apache.pulsar.common.policies.impl.NamespaceIsolationPolicyImpl,isPrimaryBroker/1[java.lang.String],false,121,1,3,2,1,1,1,3,1,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,4,1,0,false
C:\Users\ismak\Documents\GitHub\relation_test_code_smell_ML\dataset\projects\pulsar\pulsar-common\src\main\java\org\apache\pulsar\common\policies\impl\NamespaceIsolationPolicyImpl.java,org.apache.pulsar.common.policies.impl.NamespaceIsolationPolicyImpl,getPrimaryBrokers/0,false,73,0,0,0,0,1,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,false
C:\Users\ismak\Documents\GitHub\relation_test_code_smell_ML\dataset\projects\pulsar\pulsar-common\src\main\java\org\apache\pulsar\common\policies\impl\NamespaceIsolationPolicyImpl.java,org.apache.pulsar.common.policies.impl.NamespaceIsolationPolicyImpl,hashCode/0,false,131,0,0,0,0,1,1,3,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,false
C:\Users\ismak\Documents\GitHub\relation_test_code_smell_ML\dataset\projects\pulsar\pulsar-common\src\main\java\org\apache\pulsar\common\policies\impl\NamespaceIsolationPolicyImpl.java,org.apache.pulsar.common.policies.impl.NamespaceIsolationPolicyImpl,shouldFailover/1[java.util.SortedSet<org.apache.pulsar.common.policies.impl.BrokerStatus>],false,160,1,0,0,0,1,1,3,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,0,false
C:\Users\ismak\Documents\GitHub\relation_test_code_smell_ML\dataset\projects\pulsar\pulsar-common\src\main\java\org\apache\pulsar\common\policies\impl\NamespaceIsolationPolicyImpl.java,org.apache.pulsar.common.policies.impl.NamespaceIsolationPolicyImpl,getUnloadScope/0,false,83,1,0,0,0,1,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,1,0,false
C:\Users\ismak\Documents\GitHub\relation_test_code_smell_ML\dataset\projects\pulsar\pulsar-common\src\main\java\org\apache\pulsar\common\policies\impl\NamespaceIsolationPolicyImpl.java,org.apache.pulsar.common.policies.impl.NamespaceIsolationPolicyImpl,matchNamespaces/1[java.lang.String],false,45,0,2,2,0,3,1,8,2,0,1,1,0,0,1,0,0,0,0,0,0,0,2,0,0,0,8,2,0,false
C:\Users\ismak\Documents\GitHub\relation_test_code_smell_ML\dataset\projects\pulsar\pulsar-common\src\main\java\org\apache\pulsar\common\policies\impl\NamespaceIsolationPolicyImpl.java,org.apache.pulsar.common.policies.impl.NamespaceIsolationPolicyImpl,getAvailablePrimaryBrokers/1[java.util.SortedSet<org.apache.pulsar.common.policies.impl.BrokerStatus>],false,149,1,0,0,0,3,2,9,1,1,1,2,0,0,1,0,0,0,0,0,1,0,2,0,0,0,11,1,0,false
C:\Users\ismak\Documents\GitHub\relation_test_code_smell_ML\dataset\projects\pulsar\pulsar-common\src\main\java\org\apache\pulsar\common\policies\impl\NamespaceIsolationPolicyImpl.java,org.apache.pulsar.common.policies.impl.NamespaceIsolationPolicyImpl,shouldFallback/1[java.util.SortedSet<org.apache.pulsar.common.policies.impl.BrokerStatus>],false,106,1,0,0,0,1,0,3,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,0,false
C:\Users\ismak\Documents\GitHub\relation_test_code_smell_ML\dataset\projects\pulsar\pulsar-common\src\main\java\org\apache\pulsar\common\policies\impl\NamespaceIsolationPolicyImpl.java,org.apache.pulsar.common.policies.impl.NamespaceIsolationPolicyImpl,"findSecondaryBrokers/2[java.util.List<java.net.URL>,org.apache.pulsar.common.naming.NamespaceName]",false,97,2,3,0,3,2,3,6,1,0,2,3,2,2,0,0,0,0,2,0,0,1,1,0,0,0,10,1,0,false
C:\Users\ismak\Documents\GitHub\relation_test_code_smell_ML\dataset\projects\pulsar\pulsar-common\src\main\java\org\apache\pulsar\common\policies\impl\NamespaceIsolationPolicyImpl.java,org.apache.pulsar.common.policies.impl.NamespaceIsolationPolicyImpl,"findPrimaryBrokers/2[java.util.List<java.net.URL>,org.apache.pulsar.common.naming.NamespaceName]",false,88,2,3,0,3,2,3,6,1,0,2,3,2,2,0,0,0,0,2,0,0,1,1,0,0,0,10,1,0,false
C:\Users\ismak\Documents\GitHub\relation_test_code_smell_ML\dataset\projects\pulsar\pulsar-common\src\main\java\org\apache\pulsar\common\policies\impl\NamespaceIsolationPolicyImpl.java,org.apache.pulsar.common.policies.impl.NamespaceIsolationPolicyImpl,isSecondaryBroker/1[java.lang.String],false,126,1,1,0,1,1,1,3,1,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,4,1,0,false
C:\Users\ismak\Documents\GitHub\relation_test_code_smell_ML\dataset\projects\pulsar\pulsar-common\src\main\java\org\apache\pulsar\common\policies\impl\NamespaceIsolationPolicyImpl.java,org.apache.pulsar.common.policies.impl.NamespaceIsolationPolicyImpl,"matchesBrokerRegex/2[java.util.List<java.lang.String>,java.lang.String]",false,111,0,3,3,0,3,1,8,2,0,2,1,0,0,1,0,0,0,0,0,0,0,2,0,0,0,8,2,0,false
C:\Users\ismak\Documents\GitHub\relation_test_code_smell_ML\dataset\projects\pulsar\pulsar-common\src\main\java\org\apache\pulsar\common\policies\impl\NamespaceIsolationPolicyImpl.java,org.apache.pulsar.common.policies.impl.NamespaceIsolationPolicyImpl,"getMatchedBrokers/2[java.util.List<java.lang.String>,java.util.List<java.net.URL>]",false,54,1,3,2,1,3,3,9,1,1,2,3,1,1,1,0,0,0,0,0,1,0,2,0,0,0,10,2,0,false
C:\Users\ismak\Documents\GitHub\relation_test_code_smell_ML\dataset\projects\pulsar\pulsar-common\src\main\java\org\apache\pulsar\common\policies\impl\NamespaceIsolationPolicyImpl.java,org.apache.pulsar.common.policies.impl.NamespaceIsolationPolicyImpl,equals/1[java.lang.Object],false,137,1,0,0,0,2,1,7,2,1,1,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,9,1,0,false
C:\Users\ismak\Documents\GitHub\relation_test_code_smell_ML\dataset\projects\pulsar\pulsar-common\src\main\java\org\apache\pulsar\common\policies\impl\NamespaceIsolationPolicyImpl.java,org.apache.pulsar.common.policies.impl.NamespaceIsolationPolicyImpl,shouldFailover/1[int],false,164,0,0,0,0,1,1,3,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,1,0,false
C:\Users\ismak\Documents\GitHub\relation_test_code_smell_ML\dataset\projects\pulsar\pulsar-client-tools-test\src\test\java\org\apache\pulsar\client\cli\PulsarClientToolTest.java,org.apache.pulsar.client.cli.PulsarClientToolTest,testParsingProxyServiceUrlAndProxyProtocolFromProperties/0,false,437,3,3,0,3,1,9,15,0,7,0,9,1,1,0,0,0,0,12,1,7,0,0,0,0,0,32,1,0,false
C:\Users\ismak\Documents\GitHub\relation_test_code_smell_ML\dataset\projects\pulsar\pulsar-client-tools-test\src\test\java\org\apache\pulsar\client\cli\PulsarClientToolTest.java,org.apache.pulsar.client.cli.PulsarClientToolTest,testProduceKeyValueSchemaInlineValue/0,false,523,11,7,0,7,2,26,26,0,9,0,26,2,1,0,0,1,0,16,2,9,0,2,0,0,1,40,1,0,false
C:\Users\ismak\Documents\GitHub\relation_test_code_smell_ML\dataset\projects\pulsar\pulsar-client-tools-test\src\test\java\org\apache\pulsar\client\cli\PulsarClientToolTest.java,org.apache.pulsar.client.cli.PulsarClientToolTest,testMemoryLimitArgShortName/0,false,414,3,3,0,3,1,8,13,0,9,0,8,1,1,0,0,0,0,16,5,9,1,0,0,0,0,32,1,0,false
C:\Users\ismak\Documents\GitHub\relation_test_code_smell_ML\dataset\projects\pulsar\pulsar-client-tools-test\src\test\java\org\apache\pulsar\client\cli\PulsarClientToolTest.java,org.apache.pulsar.client.cli.PulsarClientToolTest,testNonDurableSubscribe/0,false,124,4,3,0,3,4,18,38,2,10,0,18,1,1,0,1,2,0,28,9,9,0,2,0,0,2,41,1,0,false
C:\Users\ismak\Documents\GitHub\relation_test_code_smell_ML\dataset\projects\pulsar\pulsar-client-tools-test\src\test\java\org\apache\pulsar\client\cli\PulsarClientToolTest.java,org.apache.pulsar.client.cli.PulsarClientToolTest,testArgs/0,false,385,3,3,0,3,1,15,19,0,9,0,15,1,1,0,0,0,0,16,5,9,1,0,0,0,0,32,1,0,false
C:\Users\ismak\Documents\GitHub\relation_test_code_smell_ML\dataset\projects\pulsar\pulsar-client-tools-test\src\test\java\org\apache\pulsar\client\cli\PulsarClientToolTest.java,org.apache.pulsar.client.cli.PulsarClientToolTest,testProduceKeyValueSchemaFileValue/1[java.lang.String],false,575,9,5,0,5,4,31,36,0,10,1,31,2,1,0,0,1,0,22,2,11,0,2,0,0,1,45,1,0,false
C:\Users\ismak\Documents\GitHub\relation_test_code_smell_ML\dataset\projects\pulsar\pulsar-client-tools-test\src\test\java\org\apache\pulsar\client\cli\PulsarClientToolTest.java,org.apache.pulsar.client.cli.PulsarClientToolTest,testProducePartitioningKey/0,false,484,6,4,0,4,2,17,23,0,8,0,17,2,1,0,0,1,0,9,3,8,0,2,0,0,1,36,1,0,false
C:\Users\ismak\Documents\GitHub\relation_test_code_smell_ML\dataset\projects\pulsar\pulsar-client-tools-test\src\test\java\org\apache\pulsar\client\cli\PulsarClientToolTest.java,org.apache.pulsar.client.cli.PulsarClientToolTest,testRead/0,false,217,4,3,0,3,5,26,39,2,10,0,26,1,1,0,2,2,0,25,11,9,0,2,0,0,3,41,1,0,false
C:\Users\ismak\Documents\GitHub\relation_test_code_smell_ML\dataset\projects\pulsar\pulsar-client-tools-test\src\test\java\org\apache\pulsar\client\cli\PulsarClientToolTest.java,org.apache.pulsar.client.cli.PulsarClientToolTest,setup/0,false,64,1,0,0,0,1,1,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,false
C:\Users\ismak\Documents\GitHub\relation_test_code_smell_ML\dataset\projects\pulsar\pulsar-client-tools-test\src\test\java\org\apache\pulsar\client\cli\PulsarClientToolTest.java,org.apache.pulsar.client.cli.PulsarClientToolTest,cleanup/0,false,70,1,0,0,0,1,1,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,0,false
C:\Users\ismak\Documents\GitHub\relation_test_code_smell_ML\dataset\projects\pulsar\pulsar-client-tools-test\src\test\java\org\apache\pulsar\client\cli\PulsarClientToolTest.java,org.apache.pulsar.client.cli.PulsarClientToolTest,testSendMultipleMessage/0,false,457,6,3,0,3,2,12,15,0,7,0,12,1,1,1,0,0,0,11,4,7,1,1,0,0,0,23,1,0,false
C:\Users\ismak\Documents\GitHub\relation_test_code_smell_ML\dataset\projects\pulsar\pulsar-client-tools-test\src\test\java\org\apache\pulsar\client\cli\PulsarClientToolTest.java,org.apache.pulsar.client.cli.PulsarClientToolTest,testEncryption/0,false,302,4,3,0,3,4,21,33,0,10,0,21,1,1,0,1,2,0,21,7,10,2,2,0,0,2,46,1,0,false
C:\Users\ismak\Documents\GitHub\relation_test_code_smell_ML\dataset\projects\pulsar\pulsar-client-tools-test\src\test\java\org\apache\pulsar\client\cli\PulsarClientToolTest.java,org.apache.pulsar.client.cli.PulsarClientToolTest,keyValueKeySchema/0,false,565,1,0,0,0,1,0,3,1,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,5,9,0,false
C:\Users\ismak\Documents\GitHub\relation_test_code_smell_ML\dataset\projects\pulsar\pulsar-client-tools-test\src\test\java\org\apache\pulsar\client\cli\PulsarClientToolTest.java,org.apache.pulsar.client.cli.PulsarClientToolTest,testInitialization/0,false,75,4,2,0,2,3,24,34,0,11,0,24,0,0,0,1,1,0,29,10,11,3,2,0,0,2,34,1,0,false
C:\Users\ismak\Documents\GitHub\relation_test_code_smell_ML\dataset\projects\pulsar\pulsar-client-tools-test\src\test\java\org\apache\pulsar\client\cli\PulsarClientToolTest.java,org.apache.pulsar.client.cli.PulsarClientToolTest,testDurableSubscribe/0,false,174,4,3,0,3,4,20,31,0,9,0,20,1,1,0,1,2,0,29,7,9,0,2,0,0,2,39,1,0,false
C:\Users\ismak\Documents\GitHub\relation_test_code_smell_ML\dataset\projects\pulsar\pulsar-client-tools-test\src\test\java\org\apache\pulsar\client\cli\PulsarClientToolTest.java,org.apache.pulsar.client.cli.PulsarClientToolTest,testDisableBatching/0,false,349,8,3,0,3,3,16,27,0,11,0,16,1,1,1,0,0,0,16,8,11,1,2,0,0,0,36,1,0,false
C:\Users\ismak\Documents\GitHub\relation_test_code_smell_ML\dataset\projects\pulsar\pulsar-client-tools-test\src\test\java\org\apache\pulsar\client\cli\PulsarClientToolTest.java,org.apache.pulsar.client.cli.PulsarClientToolTest,testAutoConsumeSchema/0,false,267,6,4,0,4,1,17,25,0,8,0,17,1,1,0,0,1,0,17,2,8,0,1,0,0,0,35,1,0,false
C:\Users\ismak\Documents\GitHub\relation_test_code_smell_ML\dataset\projects\pulsar\pulsar-client-tools-test\src\test\java\org\apache\pulsar\client\cli\PulsarClientToolTest.java,org.apache.pulsar.client.cli.PulsarClientToolTest,getTopicWithRandomSuffix/1[java.lang.String],false,478,0,13,13,0,1,3,3,1,0,1,3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,11,10,0,false
C:\Users\ismak\Documents\GitHub\relation_test_code_smell_ML\dataset\projects\pulsar\pulsar-client-tools-test\src\test\java\org\apache\pulsar\client\cli\PulsarClientToolTest.java,org.apache.pulsar.client.cli.PulsarClientToolTest,initializeToolProperties/0,false,629,0,3,3,0,1,2,6,1,1,0,2,0,0,0,0,0,0,3,0,1,0,0,0,0,0,4,2,0,false
C:\Users\ismak\Documents\GitHub\relation_test_code_smell_ML\dataset\projects\pulsar\pulsar-client-tools\src\main\java\org\apache\pulsar\admin\cli\CmdTransactions.java,org.apache.pulsar.admin.cli.CmdTransactions$GetCoordinatorInternalStats,run/0,false,169,0,0,0,0,1,4,3,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,false
C:\Users\ismak\Documents\GitHub\relation_test_code_smell_ML\dataset\projects\pulsar\pulsar-client\src\main\java\org\apache\pulsar\client\impl\schema\generic\AbstractMultiVersionGenericReader.java,org.apache.pulsar.client.impl.schema.generic.AbstractMultiVersionGenericReader,"AbstractMultiVersionGenericReader/3[boolean,org.apache.pulsar.client.impl.schema.generic.SchemaReader<org.apache.pulsar.client.impl.schema.generic.GenericRecord>,org.apache.pulsar.client.impl.schema.generic.Schema]",true,38,2,0,0,0,1,0,4,0,0,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,10,4,0,false
C:\Users\ismak\Documents\GitHub\relation_test_code_smell_ML\dataset\projects\pulsar\pulsar-proxy\src\test\java\org\apache\pulsar\proxy\server\ProxyParserTest.java,org.apache.pulsar.proxy.server.ProxyParserTest$Anonymous1,handleActiveConsumerChange/1[CommandActiveConsumerChange],false,269,2,0,0,0,1,0,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,4,0,false
