file,class,type,cbo,cboModified,fanin,fanout,wmc,dit,noc,rfc,lcom,lcom*,tcc,lcc,totalMethodsQty,staticMethodsQty,publicMethodsQty,privateMethodsQty,protectedMethodsQty,defaultMethodsQty,visibleMethodsQty,abstractMethodsQty,finalMethodsQty,synchronizedMethodsQty,totalFieldsQty,staticFieldsQty,publicFieldsQty,privateFieldsQty,protectedFieldsQty,defaultFieldsQty,finalFieldsQty,synchronizedFieldsQty,nosi,loc,returnQty,loopQty,comparisonsQty,tryCatchQty,parenthesizedExpsQty,stringLiteralsQty,numbersQty,assignmentsQty,mathOperationsQty,variablesQty,maxNestedBlocksQty,anonymousClassesQty,innerClassesQty,lambdasQty,uniqueWordsQty,modifiers,logStatementsQty
C:\Users\ismak\Documents\GitHub\relation_test_code_smell_ML\dataset\projects\pulsar\pulsar-broker\src\test\java\org\apache\pulsar\broker\service\PersistentTopicInitializeDelayTest.java,org.apache.pulsar.broker.service.PersistentTopicInitializeDelayTest$MyPersistentTopic,innerclass,5,5,0,5,9,2,0,24,3,0.6666667,0.0,0.0,3,0,2,0,1,0,3,0,0,0,1,1,0,1,0,0,0,0,2,36,1,0,1,2,1,4,6,3,2,4,3,0,0,1,30,9,1
C:\Users\ismak\Documents\GitHub\relation_test_code_smell_ML\dataset\projects\pulsar\tests\docker-images\java-test-functions\src\main\java\org\apache\pulsar\tests\integration\io\TestGenericObjectSink.java,org.apache.pulsar.tests.integration.io.TestGenericObjectSink,class,9,9,0,9,10,1,0,27,3,0.0,0.0,0.0,3,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,2,60,0,0,4,0,0,56,0,11,0,11,2,0,0,0,50,1,24
C:\Users\ismak\Documents\GitHub\relation_test_code_smell_ML\dataset\projects\pulsar\pulsar-client-admin-api\src\main\java\org\apache\pulsar\common\policies\data\TopicStats.java,org.apache.pulsar.common.policies.data.TopicStats,interface,1,5,4,1,31,1,0,0,465,0.0,0.0,0.0,31,0,0,0,0,31,31,0,0,0,0,0,0,0,0,0,0,0,0,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,163,1,0
C:\Users\ismak\Documents\GitHub\relation_test_code_smell_ML\dataset\projects\pulsar\pulsar-proxy\src\test\java\org\apache\pulsar\proxy\server\ProxyConnectionThrottlingTest.java,org.apache.pulsar.proxy.server.ProxyConnectionThrottlingTest,class,13,13,0,13,7,2,0,44,0,0.46666664,0.0,0.0,3,0,1,0,2,0,3,0,0,0,5,2,0,5,0,0,2,0,1,77,0,2,1,1,0,10,17,13,1,12,1,0,0,3,90,1,3
C:\Users\ismak\Documents\GitHub\relation_test_code_smell_ML\dataset\projects\pulsar\pulsar-broker\src\test\java\org\apache\pulsar\broker\service\PersistentTopicTest.java,org.apache.pulsar.broker.service.PersistentTopicTest$Anonymous4,anonymous,3,3,0,3,2,1,0,2,1,0.0,0.0,0.0,2,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,-1,0
C:\Users\ismak\Documents\GitHub\relation_test_code_smell_ML\dataset\projects\pulsar\pulsar-client\src\main\java\org\apache\pulsar\client\impl\UnackMessageIdWrapper.java,org.apache.pulsar.client.impl.UnackMessageIdWrapper$Anonymous1,anonymous,2,2,0,2,1,1,0,0,0,0.0,NaN,NaN,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,7,-1,0
C:\Users\ismak\Documents\GitHub\relation_test_code_smell_ML\dataset\projects\pulsar\pulsar-broker\src\test\java\org\apache\pulsar\broker\service\PersistentTopicTest.java,org.apache.pulsar.broker.service.PersistentTopicTest$Anonymous1,anonymous,1,1,0,1,2,1,0,6,1,0.0,0.0,0.0,2,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,1,0,0,0,0,0,0,0,13,-1,0
C:\Users\ismak\Documents\GitHub\relation_test_code_smell_ML\dataset\projects\pulsar\pulsar-functions\worker\src\main\java\org\apache\pulsar\functions\worker\service\WorkerServiceLoader.java,org.apache.pulsar.functions.worker.service.WorkerServiceLoader,class,9,11,2,9,15,1,0,36,15,0.8333333,0.0,0.0,6,6,2,2,0,2,4,0,0,0,1,1,0,0,0,1,1,0,7,77,7,0,0,4,1,13,0,13,4,13,2,0,0,0,81,1,3
C:\Users\ismak\Documents\GitHub\relation_test_code_smell_ML\dataset\projects\pulsar\pulsar-broker\src\test\java\org\apache\pulsar\broker\service\PersistentTopicTest.java,org.apache.pulsar.broker.service.PersistentTopicTest$Anonymous2,anonymous,2,2,0,2,2,1,0,7,1,0.0,0.0,0.0,2,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,4,0,0,0,0,0,0,0,0,14,-1,2
C:\Users\ismak\Documents\GitHub\relation_test_code_smell_ML\dataset\projects\pulsar\pulsar-broker\src\test\java\org\apache\pulsar\broker\service\PersistentTopicTest.java,org.apache.pulsar.broker.service.PersistentTopicTest$Anonymous3,anonymous,3,3,0,3,1,1,0,2,0,0.0,NaN,NaN,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3,-1,0
C:\Users\ismak\Documents\GitHub\relation_test_code_smell_ML\dataset\projects\pulsar\pulsar-client-admin\src\main\java\org\apache\pulsar\client\admin\internal\BrokersImpl.java,org.apache.pulsar.client.admin.internal.BrokersImpl$Anonymous4,anonymous,0,0,0,0,0,1,0,0,0,0.0,-1.0,-1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0
C:\Users\ismak\Documents\GitHub\relation_test_code_smell_ML\dataset\projects\pulsar\pulsar-common\src\main\java\org\apache\pulsar\common\util\collections\GrowablePriorityLongPairQueue.java,org.apache.pulsar.common.util.collections.GrowablePriorityLongPairQueue$LongPairPredicate,interface,0,0,0,0,1,1,0,0,0,0.0,NaN,NaN,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,1,0
C:\Users\ismak\Documents\GitHub\relation_test_code_smell_ML\dataset\projects\pulsar\pulsar-client-admin\src\main\java\org\apache\pulsar\client\admin\internal\BrokersImpl.java,org.apache.pulsar.client.admin.internal.BrokersImpl$Anonymous3,anonymous,0,0,0,0,0,1,0,0,0,0.0,-1.0,-1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0
C:\Users\ismak\Documents\GitHub\relation_test_code_smell_ML\dataset\projects\pulsar\pulsar-client-admin\src\main\java\org\apache\pulsar\client\admin\internal\BrokersImpl.java,org.apache.pulsar.client.admin.internal.BrokersImpl$Anonymous2,anonymous,0,0,0,0,0,1,0,0,0,0.0,-1.0,-1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0
C:\Users\ismak\Documents\GitHub\relation_test_code_smell_ML\dataset\projects\pulsar\pulsar-client-admin\src\main\java\org\apache\pulsar\client\admin\internal\BrokersImpl.java,org.apache.pulsar.client.admin.internal.BrokersImpl$Anonymous1,anonymous,0,0,0,0,0,1,0,0,0,0.0,-1.0,-1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0
C:\Users\ismak\Documents\GitHub\relation_test_code_smell_ML\dataset\projects\pulsar\tests\integration\src\test\java\org\apache\pulsar\tests\integration\cli\FunctionsCLITest.java,org.apache.pulsar.tests.integration.cli.FunctionsCLITest,class,9,10,1,9,2,6,0,15,1,0.0,0.0,0.0,2,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,7,29,1,0,0,0,0,12,7,14,4,13,0,0,0,0,37,1,2
C:\Users\ismak\Documents\GitHub\relation_test_code_smell_ML\dataset\projects\pulsar\managed-ledger\src\test\java\org\apache\bookkeeper\mledger\impl\ManagedCursorPropertiesTest.java,org.apache.bookkeeper.mledger.impl.ManagedCursorPropertiesTest,class,10,10,0,10,8,2,0,31,15,0.0,0.0,0.0,6,0,1,0,0,5,6,0,0,0,0,0,0,0,0,0,0,0,7,162,0,1,0,1,0,100,28,45,2,31,1,0,0,3,67,1,0
C:\Users\ismak\Documents\GitHub\relation_test_code_smell_ML\dataset\projects\pulsar\pulsar-client-admin\src\main\java\org\apache\pulsar\client\admin\internal\BrokersImpl.java,org.apache.pulsar.client.admin.internal.BrokersImpl$Anonymous8,anonymous,0,0,0,0,0,1,0,0,0,0.0,-1.0,-1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0
C:\Users\ismak\Documents\GitHub\relation_test_code_smell_ML\dataset\projects\pulsar\pulsar-client-admin\src\main\java\org\apache\pulsar\client\admin\internal\BrokersImpl.java,org.apache.pulsar.client.admin.internal.BrokersImpl$Anonymous7,anonymous,0,0,0,0,0,1,0,0,0,0.0,-1.0,-1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0
C:\Users\ismak\Documents\GitHub\relation_test_code_smell_ML\dataset\projects\pulsar\pulsar-functions\runtime\src\test\java\org\apache\pulsar\functions\auth\KubernetesServiceAccountTokenAuthProviderTest.java,org.apache.pulsar.functions.auth.KubernetesServiceAccountTokenAuthProviderTest,class,11,11,0,11,3,1,0,36,3,0.0,0.0,0.0,3,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,5,63,0,0,0,0,0,31,40,13,0,16,0,0,0,3,33,1,0
C:\Users\ismak\Documents\GitHub\relation_test_code_smell_ML\dataset\projects\pulsar\pulsar-client-admin\src\main\java\org\apache\pulsar\client\admin\internal\BrokersImpl.java,org.apache.pulsar.client.admin.internal.BrokersImpl$Anonymous6,anonymous,0,0,0,0,0,1,0,0,0,0.0,-1.0,-1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0
C:\Users\ismak\Documents\GitHub\relation_test_code_smell_ML\dataset\projects\pulsar\pulsar-broker\src\main\java\org\apache\pulsar\broker\loadbalance\impl\PulsarLoadReportImpl.java,org.apache.pulsar.broker.loadbalance.impl.PulsarLoadReportImpl,class,12,13,1,12,10,1,0,10,2,0.6,0.0,0.0,5,1,4,1,0,0,4,0,0,0,4,1,1,3,0,0,1,0,0,44,4,0,4,1,0,5,0,10,0,8,2,0,0,0,42,1,1
C:\Users\ismak\Documents\GitHub\relation_test_code_smell_ML\dataset\projects\pulsar\pulsar-client-admin\src\main\java\org\apache\pulsar\client\admin\internal\BrokersImpl.java,org.apache.pulsar.client.admin.internal.BrokersImpl$Anonymous5,anonymous,0,0,0,0,0,1,0,0,0,0.0,-1.0,-1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0
C:\Users\ismak\Documents\GitHub\relation_test_code_smell_ML\dataset\projects\pulsar\pulsar-transaction\coordinator\src\test\java\org\apache\pulsar\transaction\coordinator\impl\TxnLogBufferedWriterTest.java,org.apache.pulsar.transaction.coordinator.impl.TxnLogBufferedWriterTest$TxnLogBufferedWriterContext,innerclass,6,6,0,6,0,1,0,0,0,NaN,-1.0,-1.0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,5,0,0,0,7,0,0,0,0,0,0,0,0,0,5,0,0,0,0,18,10,0
C:\Users\ismak\Documents\GitHub\relation_test_code_smell_ML\dataset\projects\pulsar\pulsar-metadata\src\main\java\org\apache\pulsar\metadata\impl\oxia\OxiaMetadataStore.java,org.apache.pulsar.metadata.impl.oxia.OxiaMetadataStore$Anonymous1,anonymous,4,4,0,4,3,1,0,9,3,0.0,0.0,0.0,3,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,14,1,0,0,0,0,0,0,0,0,0,0,0,0,0,11,-1,0
C:\Users\ismak\Documents\GitHub\relation_test_code_smell_ML\dataset\projects\pulsar\pulsar-broker\src\main\java\org\apache\pulsar\broker\transaction\buffer\AbortedTxnProcessor.java,org.apache.pulsar.broker.transaction.buffer.AbortedTxnProcessor$SnapshotType,enum,0,0,0,0,0,1,0,0,0,0.0,-1.0,-1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0
C:\Users\ismak\Documents\GitHub\relation_test_code_smell_ML\dataset\projects\pulsar\pulsar-metadata\src\test\java\org\apache\pulsar\metadata\bookkeeper\AbstractMetadataDriverTest.java,org.apache.pulsar.metadata.bookkeeper.AbstractMetadataDriverTest$CapturingMetadataStoreProvider,innerclass,4,4,0,4,3,1,0,0,1,0.33333334,0.0,0.0,3,1,2,0,0,1,3,0,0,0,2,2,0,2,0,0,0,0,0,16,2,0,0,0,0,1,0,4,0,2,0,0,0,0,18,9,0
C:\Users\ismak\Documents\GitHub\relation_test_code_smell_ML\dataset\projects\pulsar\tiered-storage\jcloud\src\test\java\org\apache\bookkeeper\mledger\offload\jcloud\impl\BlobStoreManagedLedgerOffloaderStreamingTest.java,org.apache.bookkeeper.mledger.offload.jcloud.impl.BlobStoreManagedLedgerOffloaderStreamingTest$Anonymous8,anonymous,0,0,0,0,1,1,0,1,0,0.0,NaN,NaN,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-1,0
C:\Users\ismak\Documents\GitHub\relation_test_code_smell_ML\dataset\projects\pulsar\tiered-storage\jcloud\src\test\java\org\apache\bookkeeper\mledger\offload\jcloud\impl\BlobStoreManagedLedgerOffloaderStreamingTest.java,org.apache.bookkeeper.mledger.offload.jcloud.impl.BlobStoreManagedLedgerOffloaderStreamingTest$Anonymous9,anonymous,1,1,0,1,1,1,0,3,0,0.0,NaN,NaN,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,3,1,0,0,0,0,0,0,0,1,-1,0
C:\Users\ismak\Documents\GitHub\relation_test_code_smell_ML\dataset\projects\pulsar\pulsar-client-admin\src\main\java\org\apache\pulsar\client\admin\internal\BrokersImpl.java,org.apache.pulsar.client.admin.internal.BrokersImpl$Anonymous9,anonymous,2,2,0,2,3,1,0,6,1,0.0,0.0,0.0,2,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,13,0,0,0,0,0,2,0,0,1,0,1,0,0,0,13,-1,0
C:\Users\ismak\Documents\GitHub\relation_test_code_smell_ML\dataset\projects\pulsar\pulsar-proxy\src\test\java\org\apache\pulsar\proxy\server\ProxyPrometheusMetricsTest.java,org.apache.pulsar.proxy.server.ProxyPrometheusMetricsTest$Metric,innerclass,0,0,0,0,1,1,0,3,0,0.0,NaN,NaN,1,0,1,0,0,0,1,0,0,0,2,0,0,0,0,2,0,0,0,7,1,0,0,0,0,2,0,1,0,2,0,0,0,0,5,8,0
C:\Users\ismak\Documents\GitHub\relation_test_code_smell_ML\dataset\projects\pulsar\pulsar-client-tools\src\main\java\org\apache\pulsar\admin\cli\CmdTopicPolicies.java,org.apache.pulsar.admin.cli.CmdTopicPolicies$RemoveSubscriptionDispatchRate,innerclass,5,5,0,5,2,2,0,4,0,0.0,NaN,NaN,1,0,0,0,0,1,1,0,0,0,3,0,0,3,0,0,0,0,0,14,0,0,0,0,0,10,0,2,1,4,1,0,0,0,41,2,0
C:\Users\ismak\Documents\GitHub\relation_test_code_smell_ML\dataset\projects\pulsar\pulsar-broker-common\src\main\java\org\apache\pulsar\broker\topiclistlimit\TopicListSizeResultCache.java,org.apache.pulsar.broker.topiclistlimit.TopicListSizeResultCache,class,5,6,1,5,2,1,0,5,1,0.75,0.0,0.0,2,0,1,0,0,1,2,0,0,0,2,1,0,2,0,0,1,0,0,43,1,0,0,0,0,0,3,2,1,3,0,0,1,1,81,1,0
C:\Users\ismak\Documents\GitHub\relation_test_code_smell_ML\dataset\projects\pulsar\pulsar-broker\src\main\java\org\apache\pulsar\broker\service\persistent\MessageDeduplication.java,org.apache.pulsar.broker.service.persistent.MessageDeduplication$MessageDupStatus,enum,1,1,0,1,0,1,0,0,0,0.0,-1.0,-1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,0
C:\Users\ismak\Documents\GitHub\relation_test_code_smell_ML\dataset\projects\pulsar\pulsar-broker\src\test\java\org\apache\pulsar\compaction\CompactorToolTest.java,org.apache.pulsar.compaction.CompactorToolTest,class,6,6,0,6,5,1,0,41,3,0.0,0.0,0.0,3,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,6,61,0,1,0,1,0,4,18,17,1,16,3,0,0,0,56,1,0
C:\Users\ismak\Documents\GitHub\relation_test_code_smell_ML\dataset\projects\pulsar\pulsar-client\src\main\java\org\apache\pulsar\client\impl\schema\ByteBufSchema.java,org.apache.pulsar.client.impl.schema.ByteBufSchema,class,5,9,4,5,8,2,0,7,10,0.8,0.0,0.0,5,1,5,0,0,0,6,0,0,0,2,2,0,2,0,0,2,0,0,31,7,0,2,0,0,1,1,2,0,2,1,0,0,0,28,1,0
C:\Users\ismak\Documents\GitHub\relation_test_code_smell_ML\dataset\projects\pulsar\pulsar-broker-common\src\main\java\org\apache\pulsar\broker\authorization\AuthorizationService.java,org.apache.pulsar.broker.authorization.AuthorizationService,class,22,26,4,22,138,1,0,89,365,0.69135803,0.0,0.0,54,0,51,3,0,0,51,0,0,0,3,0,0,3,0,0,3,0,26,467,96,0,4,8,1,48,0,36,0,69,3,0,0,22,226,1,12
C:\Users\ismak\Documents\GitHub\relation_test_code_smell_ML\dataset\projects\pulsar\pulsar-broker\src\test\java\org\apache\pulsar\utils\TestLogAppender.java,org.apache.pulsar.utils.TestLogAppender,class,7,8,1,7,9,2,0,23,24,0.75000006,0.0,0.0,9,3,7,0,1,1,9,0,0,0,4,1,0,4,0,0,3,0,5,45,5,0,0,0,0,1,2,9,1,9,0,0,0,0,75,1,0
C:\Users\ismak\Documents\GitHub\relation_test_code_smell_ML\dataset\projects\pulsar\pulsar-client\src\test\java\org\apache\pulsar\client\impl\HttpLookupServiceTest.java,org.apache.pulsar.client.impl.HttpLookupServiceTest,class,14,14,0,14,9,1,0,28,0,0.5714286,0.0,0.0,5,0,1,0,0,4,5,0,0,0,7,3,0,7,0,0,3,0,0,54,0,0,4,1,0,21,10,10,3,10,1,0,0,0,103,1,0
C:\Users\ismak\Documents\GitHub\relation_test_code_smell_ML\dataset\projects\pulsar\pulsar-broker\src\test\java\org\apache\pulsar\client\api\UnloadSubscriptionTest.java,org.apache.pulsar.client.api.UnloadSubscriptionTest,class,17,18,1,17,30,2,0,66,55,0.0,0.0,0.0,11,1,3,8,0,0,3,0,0,0,0,0,0,0,0,0,0,0,15,154,8,9,1,1,0,27,60,49,7,47,4,0,0,0,92,1,6
C:\Users\ismak\Documents\GitHub\relation_test_code_smell_ML\dataset\projects\pulsar\pulsar-common\src\main\java\org\apache\pulsar\common\sasl\TGTRefreshThread.java,org.apache.pulsar.common.sasl.TGTRefreshThread,class,3,5,2,3,35,2,0,44,4,0.6875,0.0,0.0,8,0,4,4,0,0,4,0,0,2,6,4,0,6,0,0,5,0,12,186,12,4,3,6,10,62,17,33,25,27,6,0,0,0,165,1,20
C:\Users\ismak\Documents\GitHub\relation_test_code_smell_ML\dataset\projects\pulsar\pulsar-client-tools\src\main\java\org\apache\pulsar\admin\cli\PulsarAdminSupplier.java,org.apache.pulsar.admin.cli.PulsarAdminSupplier$RootParamsKey,innerclass,3,3,0,3,1,1,0,16,0,1.0,NaN,NaN,1,1,0,0,0,1,1,0,0,0,8,0,0,0,0,8,0,0,0,22,1,0,0,0,0,0,0,1,0,9,0,0,0,0,27,26,0
C:\Users\ismak\Documents\GitHub\relation_test_code_smell_ML\dataset\projects\pulsar\pulsar-client-v5\src\main\java\org\apache\pulsar\client\impl\v5\ScalableConsumerClient.java,org.apache.pulsar.client.impl.v5.ScalableConsumerClient,class,21,27,6,21,34,1,0,81,7,0.7809523,0.0,0.0,14,1,3,5,0,6,9,0,0,0,15,1,0,15,0,0,11,0,8,202,22,1,5,1,0,24,4,37,0,47,3,0,1,11,224,16,10
C:\Users\ismak\Documents\GitHub\relation_test_code_smell_ML\dataset\projects\pulsar\pulsar-client-tools\src\main\java\org\apache\pulsar\admin\cli\CmdNamespaces.java,org.apache.pulsar.admin.cli.CmdNamespaces$SetAutoTopicCreation,innerclass,5,5,0,5,7,2,0,14,0,0.0,NaN,NaN,1,0,0,0,0,1,1,0,0,0,5,0,0,5,0,0,0,0,0,23,0,0,2,0,1,23,1,6,4,6,2,0,0,0,48,2,0
C:\Users\ismak\Documents\GitHub\relation_test_code_smell_ML\dataset\projects\pulsar\pulsar-client-admin-api\src\main\java\org\apache\pulsar\common\policies\data\AuthPolicies.java,org.apache.pulsar.common.policies.data.AuthPolicies,interface,3,6,3,3,4,1,0,1,6,0.0,0.0,0.0,4,1,0,0,0,4,4,0,0,0,0,0,0,0,0,0,0,0,1,14,1,0,0,0,0,1,0,0,0,0,0,0,1,0,9,1,0
C:\Users\ismak\Documents\GitHub\relation_test_code_smell_ML\dataset\projects\pulsar\pulsar-client-tools\src\main\java\org\apache\pulsar\admin\cli\CmdTopics.java,org.apache.pulsar.admin.cli.CmdTopics$RemovePersistence,innerclass,4,4,0,4,1,2,0,3,0,0.0,NaN,NaN,1,0,0,0,0,1,1,0,0,0,1,0,0,1,0,0,0,0,0,7,0,0,0,0,0,3,0,1,0,2,0,0,0,0,24,2,0
C:\Users\ismak\Documents\GitHub\relation_test_code_smell_ML\dataset\projects\pulsar\pulsar-client\src\main\java\org\apache\pulsar\client\impl\AuthenticationUtil.java,org.apache.pulsar.client.impl.AuthenticationUtil,class,7,11,4,7,13,1,0,16,6,0.75,0.0,0.0,4,4,4,0,0,0,4,0,2,0,1,1,0,1,0,0,1,0,3,62,6,1,0,2,1,3,3,9,1,9,3,1,0,0,58,1,0
C:\Users\ismak\Documents\GitHub\relation_test_code_smell_ML\dataset\projects\pulsar\pulsar-client-tools\src\main\java\org\apache\pulsar\admin\cli\CmdNamespaces.java,org.apache.pulsar.admin.cli.CmdNamespaces$SetCompactionThreshold,innerclass,5,5,0,5,1,2,0,4,0,0.0,NaN,NaN,1,0,0,0,0,1,1,0,0,0,2,0,0,2,0,0,0,0,0,8,0,0,0,0,0,7,1,2,1,3,0,0,0,0,35,2,0
C:\Users\ismak\Documents\GitHub\relation_test_code_smell_ML\dataset\projects\pulsar\managed-ledger\src\test\java\org\apache\bookkeeper\mledger\impl\ManagedLedgerTest.java,org.apache.bookkeeper.mledger.impl.ManagedLedgerTest$MockedPlacementPolicy,innerclass,1,1,0,1,0,1,0,0,0,0.0,-1.0,-1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1026,0
C:\Users\ismak\Documents\GitHub\relation_test_code_smell_ML\dataset\projects\pulsar\pulsar-client-tools\src\main\java\org\apache\pulsar\admin\cli\CmdClusters.java,org.apache.pulsar.admin.cli.CmdClusters$Get,innerclass,3,3,0,3,1,2,0,4,0,0.0,NaN,NaN,1,0,0,0,0,1,1,0,0,0,1,0,0,1,0,0,0,0,0,6,0,0,0,0,0,3,0,0,0,1,0,0,0,0,14,2,0
C:\Users\ismak\Documents\GitHub\relation_test_code_smell_ML\dataset\projects\pulsar\pulsar-client-admin-api\src\main\java\org\apache\pulsar\common\policies\data\TransactionMetadata.java,org.apache.pulsar.common.policies.data.TransactionMetadata,class,3,4,1,3,0,1,0,0,0,NaN,-1.0,-1.0,0,0,0,0,0,0,0,0,0,0,7,0,7,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,7,0,0,0,0,16,1,0
C:\Users\ismak\Documents\GitHub\relation_test_code_smell_ML\dataset\projects\pulsar\pulsar-broker\src\test\java\org\apache\pulsar\socks5\auth\PasswordAuth.java,org.apache.pulsar.socks5.auth.PasswordAuth,interface,0,2,2,0,1,1,0,0,0,0.0,NaN,NaN,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,0
C:\Users\ismak\Documents\GitHub\relation_test_code_smell_ML\dataset\projects\pulsar\pulsar-client-tools\src\main\java\org\apache\pulsar\admin\cli\CmdSinks.java,org.apache.pulsar.admin.cli.CmdSinks$DeleteSink,innerclass,2,2,0,2,1,4,0,4,0,0.0,NaN,NaN,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,2,0,0,0,0,0,0,0,0,15,4,0
C:\Users\ismak\Documents\GitHub\relation_test_code_smell_ML\dataset\projects\pulsar\pulsar-client-tools\src\main\java\org\apache\pulsar\admin\cli\CustomCommandsUtils.java,org.apache.pulsar.admin.cli.CustomCommandsUtils$DecoratedCommand,innerclass,4,4,0,4,3,2,0,6,1,0.5,0.0,0.0,2,0,2,0,0,0,2,0,0,0,2,0,0,2,0,0,0,0,0,13,0,1,0,0,0,0,0,1,0,3,1,0,0,0,13,9,0
C:\Users\ismak\Documents\GitHub\relation_test_code_smell_ML\dataset\projects\pulsar\pulsar-broker\src\test\java\org\apache\pulsar\broker\service\SubscriptionSeekTest.java,org.apache.pulsar.broker.service.SubscriptionSeekTest$1ResetCursorThread,innerclass,0,0,0,0,2,2,0,4,0,0.0,NaN,NaN,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,1,0,0,1,0,0,0,1,0,0,0,8,0,0
C:\Users\ismak\Documents\GitHub\relation_test_code_smell_ML\dataset\projects\pulsar\pulsar-broker\src\test\java\org\apache\pulsar\broker\service\BrokerBookieIsolationTest.java,org.apache.pulsar.broker.service.BrokerBookieIsolationTest,class,42,43,1,42,27,1,0,110,1,0.6363637,0.0,0.0,11,0,5,4,2,0,7,0,0,0,4,1,0,4,0,0,2,0,32,513,2,6,3,6,1,104,118,187,24,179,1,0,0,13,197,1,0
C:\Users\ismak\Documents\GitHub\relation_test_code_smell_ML\dataset\projects\pulsar\pulsar-broker\src\test\java\org\apache\pulsar\broker\transaction\buffer\TransactionBufferClientTest.java,org.apache.pulsar.broker.transaction.buffer.TransactionBufferClientTest$Anonymous1,anonymous,3,3,0,3,1,1,0,0,0,0.0,NaN,NaN,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,9,-1,0
C:\Users\ismak\Documents\GitHub\relation_test_code_smell_ML\dataset\projects\pulsar\pulsar-client\src\test\java\org\apache\pulsar\client\impl\tracing\OpenTelemetryTracingTest.java,org.apache.pulsar.client.impl.tracing.OpenTelemetryTracingTest,class,16,17,1,16,9,1,0,50,0,0.5,0.0,0.0,7,0,6,1,0,0,6,0,0,0,4,0,0,4,0,0,0,0,13,97,1,1,1,1,0,26,12,30,2,30,1,0,0,0,54,1,0
