Problem,Package,File,Priority,Line,Description,Rule set,Rule
1,org.apache.pulsar.broker.service.persistent,dataset\projects\pulsar\pulsar-broker\src\main\java\org\apache\pulsar\broker\service\persistent\GeoPersistentReplicator.java,3,149,"The method 'replicateEntries(List<Entry>, InFlightTask)' has a cyclomatic complexity of 18.",Design,CyclomaticComplexity
1,org.apache.pulsar.broker.service.persistent,dataset\projects\pulsar\pulsar-broker\src\main\java\org\apache\pulsar\broker\service\persistent\MessageDeduplication.java,3,54,The class 'MessageDeduplication' has a total cyclomatic complexity of 101 (highest 13).,Design,CyclomaticComplexity
2,org.apache.pulsar.broker.service.persistent,dataset\projects\pulsar\pulsar-broker\src\main\java\org\apache\pulsar\broker\service\persistent\MessageDeduplication.java,3,54,"This class has too many methods, consider refactoring it.",Design,TooManyMethods
3,org.apache.pulsar.broker.service.persistent,dataset\projects\pulsar\pulsar-broker\src\main\java\org\apache\pulsar\broker\service\persistent\MessageDeduplication.java,3,160,The method 'checkStatus()' has a cyclomatic complexity of 12.,Design,CyclomaticComplexity
4,org.apache.pulsar.broker.service.persistent,dataset\projects\pulsar\pulsar-broker\src\main\java\org\apache\pulsar\broker\service\persistent\MessageDeduplication.java,3,339,"The method 'setContextPropsIfRepl(PublishContext, ByteBuf)' has a cyclomatic complexity of 12.",Design,CyclomaticComplexity
5,org.apache.pulsar.broker.service.persistent,dataset\projects\pulsar\pulsar-broker\src\main\java\org\apache\pulsar\broker\service\persistent\MessageDeduplication.java,3,389,"The method 'isDuplicateReplV2(PublishContext, ByteBuf)' has a cyclomatic complexity of 13.",Design,CyclomaticComplexity
6,org.apache.pulsar.broker.service.persistent,dataset\projects\pulsar\pulsar-broker\src\main\java\org\apache\pulsar\broker\service\persistent\MessageDeduplication.java,3,459,"The method 'isDuplicateNormal(PublishContext, ByteBuf, boolean)' has a cyclomatic complexity of 11.",Design,CyclomaticComplexity
1,org.apache.pulsar.broker.service.persistent,dataset\projects\pulsar\pulsar-broker\src\main\java\org\apache\pulsar\broker\service\persistent\MessageRedeliveryController.java,3,41,"This class has too many methods, consider refactoring it.",Design,TooManyMethods
1,org.apache.pulsar.broker.service.persistent,dataset\projects\pulsar\pulsar-broker\src\main\java\org\apache\pulsar\broker\service\persistent\PersistentDispatcherMultipleConsumers.java,3,19,A value of 46 may denote a high amount of coupling within the class (threshold: 20),Design,CouplingBetweenObjects
2,org.apache.pulsar.broker.service.persistent,dataset\projects\pulsar\pulsar-broker\src\main\java\org\apache\pulsar\broker\service\persistent\PersistentDispatcherMultipleConsumers.java,3,84,"Possible God Class (WMC=243, ATFD=159, TCC=13.245%)",Design,GodClass
3,org.apache.pulsar.broker.service.persistent,dataset\projects\pulsar\pulsar-broker\src\main\java\org\apache\pulsar\broker\service\persistent\PersistentDispatcherMultipleConsumers.java,3,84,The class 'PersistentDispatcherMultipleConsumers' has a total cyclomatic complexity of 243 (highest 17).,Design,CyclomaticComplexity
4,org.apache.pulsar.broker.service.persistent,dataset\projects\pulsar\pulsar-broker\src\main\java\org\apache\pulsar\broker\service\persistent\PersistentDispatcherMultipleConsumers.java,3,84,"This class has too many methods, consider refactoring it.",Design,TooManyMethods
5,org.apache.pulsar.broker.service.persistent,dataset\projects\pulsar\pulsar-broker\src\main\java\org\apache\pulsar\broker\service\persistent\PersistentDispatcherMultipleConsumers.java,3,84,Too many fields,Design,TooManyFields
6,org.apache.pulsar.broker.service.persistent,dataset\projects\pulsar\pulsar-broker\src\main\java\org\apache\pulsar\broker\service\persistent\PersistentDispatcherMultipleConsumers.java,3,341,The method 'readMoreEntries()' has a cyclomatic complexity of 17.,Design,CyclomaticComplexity
7,org.apache.pulsar.broker.service.persistent,dataset\projects\pulsar\pulsar-broker\src\main\java\org\apache\pulsar\broker\service\persistent\PersistentDispatcherMultipleConsumers.java,3,525,The method 'calculateToRead(int)' has a cyclomatic complexity of 10.,Design,CyclomaticComplexity
8,org.apache.pulsar.broker.service.persistent,dataset\projects\pulsar\pulsar-broker\src\main\java\org\apache\pulsar\broker\service\persistent\PersistentDispatcherMultipleConsumers.java,3,780,"The method 'trySendMessagesToConsumers(ReadType, List<Entry>)' has a cyclomatic complexity of 17.",Design,CyclomaticComplexity
9,org.apache.pulsar.broker.service.persistent,dataset\projects\pulsar\pulsar-broker\src\main\java\org\apache\pulsar\broker\service\persistent\PersistentDispatcherMultipleConsumers.java,3,1002,"The method 'readEntriesFailed(ManagedLedgerException, Object)' has a cyclomatic complexity of 11.",Design,CyclomaticComplexity
10,org.apache.pulsar.broker.service.persistent,dataset\projects\pulsar\pulsar-broker\src\main\java\org\apache\pulsar\broker\service\persistent\PersistentDispatcherMultipleConsumers.java,3,1174,The method 'addUnAckedMessages(int)' has a cyclomatic complexity of 14.,Design,CyclomaticComplexity
1,org.apache.pulsar.broker.service.persistent,dataset\projects\pulsar\pulsar-broker\src\main\java\org\apache\pulsar\broker\service\persistent\PersistentDispatcherMultipleConsumersClassic.java,3,19,A value of 42 may denote a high amount of coupling within the class (threshold: 20),Design,CouplingBetweenObjects
2,org.apache.pulsar.broker.service.persistent,dataset\projects\pulsar\pulsar-broker\src\main\java\org\apache\pulsar\broker\service\persistent\PersistentDispatcherMultipleConsumersClassic.java,3,86,"Possible God Class (WMC=216, ATFD=157, TCC=16.438%)",Design,GodClass
3,org.apache.pulsar.broker.service.persistent,dataset\projects\pulsar\pulsar-broker\src\main\java\org\apache\pulsar\broker\service\persistent\PersistentDispatcherMultipleConsumersClassic.java,3,86,The class 'PersistentDispatcherMultipleConsumersClassic' has a total cyclomatic complexity of 216 (highest 20).,Design,CyclomaticComplexity
4,org.apache.pulsar.broker.service.persistent,dataset\projects\pulsar\pulsar-broker\src\main\java\org\apache\pulsar\broker\service\persistent\PersistentDispatcherMultipleConsumersClassic.java,3,86,"This class has too many methods, consider refactoring it.",Design,TooManyMethods
5,org.apache.pulsar.broker.service.persistent,dataset\projects\pulsar\pulsar-broker\src\main\java\org\apache\pulsar\broker\service\persistent\PersistentDispatcherMultipleConsumersClassic.java,3,314,The method 'readMoreEntries()' has a cyclomatic complexity of 20.,Design,CyclomaticComplexity
6,org.apache.pulsar.broker.service.persistent,dataset\projects\pulsar\pulsar-broker\src\main\java\org\apache\pulsar\broker\service\persistent\PersistentDispatcherMultipleConsumersClassic.java,3,449,The method 'calculateToRead(int)' has a cyclomatic complexity of 10.,Design,CyclomaticComplexity
7,org.apache.pulsar.broker.service.persistent,dataset\projects\pulsar\pulsar-broker\src\main\java\org\apache\pulsar\broker\service\persistent\PersistentDispatcherMultipleConsumersClassic.java,3,677,"The method 'trySendMessagesToConsumers(ReadType, List<Entry>)' has a cyclomatic complexity of 17.",Design,CyclomaticComplexity
8,org.apache.pulsar.broker.service.persistent,dataset\projects\pulsar\pulsar-broker\src\main\java\org\apache\pulsar\broker\service\persistent\PersistentDispatcherMultipleConsumersClassic.java,3,860,"The method 'readEntriesFailed(ManagedLedgerException, Object)' has a cyclomatic complexity of 11.",Design,CyclomaticComplexity
9,org.apache.pulsar.broker.service.persistent,dataset\projects\pulsar\pulsar-broker\src\main\java\org\apache\pulsar\broker\service\persistent\PersistentDispatcherMultipleConsumersClassic.java,3,1023,The method 'addUnAckedMessages(int)' has a cyclomatic complexity of 14.,Design,CyclomaticComplexity
1,org.apache.pulsar.broker.service.persistent,dataset\projects\pulsar\pulsar-broker\src\main\java\org\apache\pulsar\broker\service\persistent\PersistentDispatcherSingleActiveConsumer.java,3,19,A value of 21 may denote a high amount of coupling within the class (threshold: 20),Design,CouplingBetweenObjects
2,org.apache.pulsar.broker.service.persistent,dataset\projects\pulsar\pulsar-broker\src\main\java\org\apache\pulsar\broker\service\persistent\PersistentDispatcherSingleActiveConsumer.java,3,62,The class 'PersistentDispatcherSingleActiveConsumer' has a total cyclomatic complexity of 82 (highest 13).,Design,CyclomaticComplexity
3,org.apache.pulsar.broker.service.persistent,dataset\projects\pulsar\pulsar-broker\src\main\java\org\apache\pulsar\broker\service\persistent\PersistentDispatcherSingleActiveConsumer.java,3,63,"This class has too many methods, consider refactoring it.",Design,TooManyMethods
4,org.apache.pulsar.broker.service.persistent,dataset\projects\pulsar\pulsar-broker\src\main\java\org\apache\pulsar\broker\service\persistent\PersistentDispatcherSingleActiveConsumer.java,3,162,"The method 'readEntriesComplete(List<Entry>, Consumer, long)' has a cyclomatic complexity of 13.",Design,CyclomaticComplexity
5,org.apache.pulsar.broker.service.persistent,dataset\projects\pulsar\pulsar-broker\src\main\java\org\apache\pulsar\broker\service\persistent\PersistentDispatcherSingleActiveConsumer.java,3,315,The method 'readMoreEntries(Consumer)' has a cyclomatic complexity of 13.,Design,CyclomaticComplexity
1,org.apache.pulsar.broker.service.persistent,dataset\projects\pulsar\pulsar-broker\src\main\java\org\apache\pulsar\broker\service\persistent\PersistentReplicator.java,3,19,A value of 38 may denote a high amount of coupling within the class (threshold: 20),Design,CouplingBetweenObjects
2,org.apache.pulsar.broker.service.persistent,dataset\projects\pulsar\pulsar-broker\src\main\java\org\apache\pulsar\broker\service\persistent\PersistentReplicator.java,3,83,The class 'PersistentReplicator' has a total cyclomatic complexity of 128 (highest 11).,Design,CyclomaticComplexity
3,org.apache.pulsar.broker.service.persistent,dataset\projects\pulsar\pulsar-broker\src\main\java\org\apache\pulsar\broker\service\persistent\PersistentReplicator.java,3,84,"This class has too many methods, consider refactoring it.",Design,TooManyMethods
4,org.apache.pulsar.broker.service.persistent,dataset\projects\pulsar\pulsar-broker\src\main\java\org\apache\pulsar\broker\service\persistent\PersistentReplicator.java,3,309,The method 'readMoreEntries()' has a cyclomatic complexity of 10.,Design,CyclomaticComplexity
5,org.apache.pulsar.broker.service.persistent,dataset\projects\pulsar\pulsar-broker\src\main\java\org\apache\pulsar\broker\service\persistent\PersistentReplicator.java,3,365,"The method 'readEntriesComplete(List<Entry>, Object)' has a cyclomatic complexity of 11.",Design,CyclomaticComplexity
1,org.apache.pulsar.broker.service.persistent,dataset\projects\pulsar\pulsar-broker\src\main\java\org\apache\pulsar\broker\service\persistent\PersistentStickyKeyDispatcherMultipleConsumers.java,3,19,A value of 37 may denote a high amount of coupling within the class (threshold: 20),Design,CouplingBetweenObjects
2,org.apache.pulsar.broker.service.persistent,dataset\projects\pulsar\pulsar-broker\src\main\java\org\apache\pulsar\broker\service\persistent\PersistentStickyKeyDispatcherMultipleConsumers.java,3,63,"Possible God Class (WMC=102, ATFD=51, TCC=11.330%)",Design,GodClass
3,org.apache.pulsar.broker.service.persistent,dataset\projects\pulsar\pulsar-broker\src\main\java\org\apache\pulsar\broker\service\persistent\PersistentStickyKeyDispatcherMultipleConsumers.java,3,63,The class 'PersistentStickyKeyDispatcherMultipleConsumers' has a total cyclomatic complexity of 102 (highest 26).,Design,CyclomaticComplexity
4,org.apache.pulsar.broker.service.persistent,dataset\projects\pulsar\pulsar-broker\src\main\java\org\apache\pulsar\broker\service\persistent\PersistentStickyKeyDispatcherMultipleConsumers.java,3,64,"This class has too many methods, consider refactoring it.",Design,TooManyMethods
5,org.apache.pulsar.broker.service.persistent,dataset\projects\pulsar\pulsar-broker\src\main\java\org\apache\pulsar\broker\service\persistent\PersistentStickyKeyDispatcherMultipleConsumers.java,3,227,"The method 'trySendMessagesToConsumers(ReadType, List<Entry>)' has a cyclomatic complexity of 14.",Design,CyclomaticComplexity
6,org.apache.pulsar.broker.service.persistent,dataset\projects\pulsar\pulsar-broker\src\main\java\org\apache\pulsar\broker\service\persistent\PersistentStickyKeyDispatcherMultipleConsumers.java,3,429,"The method 'filterAndGroupEntriesForDispatching(List<Entry>, ReadType, MutableBoolean)' has a cyclomatic complexity of 26.",Design,CyclomaticComplexity
1,org.apache.pulsar.broker.service.persistent,dataset\projects\pulsar\pulsar-broker\src\main\java\org\apache\pulsar\broker\service\persistent\PersistentStickyKeyDispatcherMultipleConsumersClassic.java,3,19,A value of 35 may denote a high amount of coupling within the class (threshold: 20),Design,CouplingBetweenObjects
2,org.apache.pulsar.broker.service.persistent,dataset\projects\pulsar\pulsar-broker\src\main\java\org\apache\pulsar\broker\service\persistent\PersistentStickyKeyDispatcherMultipleConsumersClassic.java,3,70,"Possible God Class (WMC=98, ATFD=65, TCC=32.105%)",Design,GodClass
3,org.apache.pulsar.broker.service.persistent,dataset\projects\pulsar\pulsar-broker\src\main\java\org\apache\pulsar\broker\service\persistent\PersistentStickyKeyDispatcherMultipleConsumersClassic.java,3,70,The class 'PersistentStickyKeyDispatcherMultipleConsumersClassic' has a total cyclomatic complexity of 98 (highest 23).,Design,CyclomaticComplexity
4,org.apache.pulsar.broker.service.persistent,dataset\projects\pulsar\pulsar-broker\src\main\java\org\apache\pulsar\broker\service\persistent\PersistentStickyKeyDispatcherMultipleConsumersClassic.java,3,71,"This class has too many methods, consider refactoring it.",Design,TooManyMethods
5,org.apache.pulsar.broker.service.persistent,dataset\projects\pulsar\pulsar-broker\src\main\java\org\apache\pulsar\broker\service\persistent\PersistentStickyKeyDispatcherMultipleConsumersClassic.java,3,194,The method 'sortRecentlyJoinedConsumersIfNeeded()' has a cyclomatic complexity of 11.,Design,CyclomaticComplexity
6,org.apache.pulsar.broker.service.persistent,dataset\projects\pulsar\pulsar-broker\src\main\java\org\apache\pulsar\broker\service\persistent\PersistentStickyKeyDispatcherMultipleConsumersClassic.java,3,273,"The method 'trySendMessagesToConsumers(ReadType, List<Entry>)' has a cyclomatic complexity of 23.",Design,CyclomaticComplexity
7,org.apache.pulsar.broker.service.persistent,dataset\projects\pulsar\pulsar-broker\src\main\java\org\apache\pulsar\broker\service\persistent\PersistentStickyKeyDispatcherMultipleConsumersClassic.java,3,434,"The method 'getRestrictedMaxEntriesForConsumer(Consumer, List<? extends Position>, int, ReadType, Set<Integer>)' has a cyclomatic complexity of 12.",Design,CyclomaticComplexity
1,org.apache.pulsar.broker.service.persistent,dataset\projects\pulsar\pulsar-broker\src\main\java\org\apache\pulsar\broker\service\persistent\PersistentSubscription.java,3,19,A value of 59 may denote a high amount of coupling within the class (threshold: 20),Design,CouplingBetweenObjects
2,org.apache.pulsar.broker.service.persistent,dataset\projects\pulsar\pulsar-broker\src\main\java\org\apache\pulsar\broker\service\persistent\PersistentSubscription.java,3,98,"Possible God Class (WMC=199, ATFD=158, TCC=27.546%)",Design,GodClass
3,org.apache.pulsar.broker.service.persistent,dataset\projects\pulsar\pulsar-broker\src\main\java\org\apache\pulsar\broker\service\persistent\PersistentSubscription.java,3,98,The class 'PersistentSubscription' has a total cyclomatic complexity of 199 (highest 18).,Design,CyclomaticComplexity
4,org.apache.pulsar.broker.service.persistent,dataset\projects\pulsar\pulsar-broker\src\main\java\org\apache\pulsar\broker\service\persistent\PersistentSubscription.java,3,98,"This class has too many methods, consider refactoring it.",Design,TooManyMethods
5,org.apache.pulsar.broker.service.persistent,dataset\projects\pulsar\pulsar-broker\src\main\java\org\apache\pulsar\broker\service\persistent\PersistentSubscription.java,3,298,"The method 'reuseOrCreateDispatcher(Dispatcher, Consumer)' has a cyclomatic complexity of 18.",Design,CyclomaticComplexity
6,org.apache.pulsar.broker.service.persistent,dataset\projects\pulsar\pulsar-broker\src\main\java\org\apache\pulsar\broker\service\persistent\PersistentSubscription.java,3,454,"The method 'acknowledgeMessageAsync(List<Position>, AckType, Map<String, Long>)' has a cyclomatic complexity of 15.",Design,CyclomaticComplexity
7,org.apache.pulsar.broker.service.persistent,dataset\projects\pulsar\pulsar-broker\src\main\java\org\apache\pulsar\broker\service\persistent\PersistentSubscription.java,3,1415,The method 'getStatsAsync(GetStatsOptions)' has a cyclomatic complexity of 15.,Design,CyclomaticComplexity
1,org.apache.pulsar.broker.service.persistent,dataset\projects\pulsar\pulsar-broker\src\main\java\org\apache\pulsar\broker\service\persistent\PersistentTopic.java,3,19,A value of 148 may denote a high amount of coupling within the class (threshold: 20),Design,CouplingBetweenObjects
2,org.apache.pulsar.broker.service.persistent,dataset\projects\pulsar\pulsar-broker\src\main\java\org\apache\pulsar\broker\service\persistent\PersistentTopic.java,3,215,"Possible God Class (WMC=474, ATFD=637, TCC=18.188%)",Design,GodClass
3,org.apache.pulsar.broker.service.persistent,dataset\projects\pulsar\pulsar-broker\src\main\java\org\apache\pulsar\broker\service\persistent\PersistentTopic.java,3,215,The class 'PersistentTopic' has a total cyclomatic complexity of 474 (highest 22).,Design,CyclomaticComplexity
4,org.apache.pulsar.broker.service.persistent,dataset\projects\pulsar\pulsar-broker\src\main\java\org\apache\pulsar\broker\service\persistent\PersistentTopic.java,3,215,"This class has too many methods, consider refactoring it.",Design,TooManyMethods
5,org.apache.pulsar.broker.service.persistent,dataset\projects\pulsar\pulsar-broker\src\main\java\org\apache\pulsar\broker\service\persistent\PersistentTopic.java,3,215,Too many fields,Design,TooManyFields
6,org.apache.pulsar.broker.service.persistent,dataset\projects\pulsar\pulsar-broker\src\main\java\org\apache\pulsar\broker\service\persistent\PersistentTopic.java,3,418,"The constructor 'PersistentTopic(String, ManagedLedger, BrokerService)' has a cyclomatic complexity of 10.",Design,CyclomaticComplexity
7,org.apache.pulsar.broker.service.persistent,dataset\projects\pulsar\pulsar-broker\src\main\java\org\apache\pulsar\broker\service\persistent\PersistentTopic.java,3,770,"The method 'addFailed(ManagedLedgerException, Object)' has a cyclomatic complexity of 10.",Design,CyclomaticComplexity
8,org.apache.pulsar.broker.service.persistent,dataset\projects\pulsar\pulsar-broker\src\main\java\org\apache\pulsar\broker\service\persistent\PersistentTopic.java,3,919,Avoid long parameter lists.,Design,ExcessiveParameterList
9,org.apache.pulsar.broker.service.persistent,dataset\projects\pulsar\pulsar-broker\src\main\java\org\apache\pulsar\broker\service\persistent\PersistentTopic.java,3,1138,Avoid long parameter lists.,Design,ExcessiveParameterList
10,org.apache.pulsar.broker.service.persistent,dataset\projects\pulsar\pulsar-broker\src\main\java\org\apache\pulsar\broker\service\persistent\PersistentTopic.java,3,1212,"The method 'getNonDurableSubscription(String, MessageId, InitialPosition, long, boolean, Map<String, String>)' has a cyclomatic complexity of 11.",Design,CyclomaticComplexity
11,org.apache.pulsar.broker.service.persistent,dataset\projects\pulsar\pulsar-broker\src\main\java\org\apache\pulsar\broker\service\persistent\PersistentTopic.java,3,1551,"The method 'delete(boolean, boolean, boolean)' has a cyclomatic complexity of 12.",Design,CyclomaticComplexity
12,org.apache.pulsar.broker.service.persistent,dataset\projects\pulsar\pulsar-broker\src\main\java\org\apache\pulsar\broker\service\persistent\PersistentTopic.java,3,1756,"The method 'close(boolean, boolean)' has a cyclomatic complexity of 22.",Design,CyclomaticComplexity
13,org.apache.pulsar.broker.service.persistent,dataset\projects\pulsar\pulsar-broker\src\main\java\org\apache\pulsar\broker\service\persistent\PersistentTopic.java,3,1926,The method 'isClosed()' has a cyclomatic complexity of 11.,Design,CyclomaticComplexity
14,org.apache.pulsar.broker.service.persistent,dataset\projects\pulsar\pulsar-broker\src\main\java\org\apache\pulsar\broker\service\persistent\PersistentTopic.java,3,3957,The method 'updateOldPositionInfo()' has a cyclomatic complexity of 12.,Design,CyclomaticComplexity
1,org.apache.pulsar.broker.service.persistent,dataset\projects\pulsar\pulsar-broker\src\main\java\org\apache\pulsar\broker\service\persistent\ReplicatedSubscriptionsController.java,3,19,A value of 24 may denote a high amount of coupling within the class (threshold: 20),Design,CouplingBetweenObjects
2,org.apache.pulsar.broker.service.persistent,dataset\projects\pulsar\pulsar-broker\src\main\java\org\apache\pulsar\broker\service\persistent\ReplicatedSubscriptionsController.java,3,59,"This class has too many methods, consider refactoring it.",Design,TooManyMethods
1,org.apache.pulsar.broker.service.plugin,dataset\projects\pulsar\pulsar-broker\src\main\java\org\apache\pulsar\broker\service\plugin\EntryFilterProvider.java,3,46,"This class has too many methods, consider refactoring it.",Design,TooManyMethods
2,org.apache.pulsar.broker.service.plugin,dataset\projects\pulsar\pulsar-broker\src\main\java\org\apache\pulsar\broker\service\plugin\EntryFilterProvider.java,3,187,The method 'load(EntryFilterMetaData)' has a cyclomatic complexity of 11.,Design,CyclomaticComplexity
1,org.apache.pulsar.broker.service.scalable,dataset\projects\pulsar\pulsar-broker\src\main\java\org\apache\pulsar\broker\service\scalable\AutoScaleConfig.java,3,128,"The method 'applyOverride(AutoScaleConfig, AutoScalePolicyOverride)' has a cyclomatic complexity of 17.",Design,CyclomaticComplexity
1,org.apache.pulsar.broker.service.scalable,dataset\projects\pulsar\pulsar-broker\src\main\java\org\apache\pulsar\broker\service\scalable\AutoScalePolicyEvaluator.java,3,90,"The method 'trySplit(List<SegmentInfo>, Map<Long, SegmentLoadSample>, Map<String, Integer>, AutoScaleConfig, long, long)' has a cyclomatic complexity of 11.",Design,CyclomaticComplexity
2,org.apache.pulsar.broker.service.scalable,dataset\projects\pulsar\pulsar-broker\src\main\java\org\apache\pulsar\broker\service\scalable\AutoScalePolicyEvaluator.java,3,155,"The method 'tryMerge(List<SegmentInfo>, SegmentLayout, Map<Long, SegmentLoadSample>, AutoScaleConfig, long, long)' has a cyclomatic complexity of 12.",Design,CyclomaticComplexity
1,org.apache.pulsar.broker.service.scalable,dataset\projects\pulsar\pulsar-broker\src\main\java\org\apache\pulsar\broker\service\scalable\ConsumerSession.java,3,52,"This class has too many methods, consider refactoring it.",Design,TooManyMethods
1,org.apache.pulsar.broker.service.scalable,dataset\projects\pulsar\pulsar-broker\src\main\java\org\apache\pulsar\broker\service\scalable\DagWatchSession.java,3,55,"This class has too many methods, consider refactoring it.",Design,TooManyMethods
2,org.apache.pulsar.broker.service.scalable,dataset\projects\pulsar\pulsar-broker\src\main\java\org\apache\pulsar\broker\service\scalable\DagWatchSession.java,3,315,The method 'buildDagProto(ScalableTopicLayoutResponse)' has a cyclomatic complexity of 12.,Design,CyclomaticComplexity
1,org.apache.pulsar.broker.service.scalable,dataset\projects\pulsar\pulsar-broker\src\main\java\org\apache\pulsar\broker\service\scalable\ScalableTopicController.java,3,19,A value of 54 may denote a high amount of coupling within the class (threshold: 20),Design,CouplingBetweenObjects
2,org.apache.pulsar.broker.service.scalable,dataset\projects\pulsar\pulsar-broker\src\main\java\org\apache\pulsar\broker\service\scalable\ScalableTopicController.java,3,65,"Possible God Class (WMC=143, ATFD=89, TCC=23.963%)",Design,GodClass
3,org.apache.pulsar.broker.service.scalable,dataset\projects\pulsar\pulsar-broker\src\main\java\org\apache\pulsar\broker\service\scalable\ScalableTopicController.java,3,65,The class 'ScalableTopicController' has a total cyclomatic complexity of 143 (highest 7).,Design,CyclomaticComplexity
4,org.apache.pulsar.broker.service.scalable,dataset\projects\pulsar\pulsar-broker\src\main\java\org\apache\pulsar\broker\service\scalable\ScalableTopicController.java,3,65,"This class has too many methods, consider refactoring it.",Design,TooManyMethods
1,org.apache.pulsar.broker.service.scalable,dataset\projects\pulsar\pulsar-broker\src\main\java\org\apache\pulsar\broker\service\scalable\ScalableTopicService.java,3,51,"This class has too many methods, consider refactoring it.",Design,TooManyMethods
1,org.apache.pulsar.broker.service.scalable,dataset\projects\pulsar\pulsar-broker\src\main\java\org\apache\pulsar\broker\service\scalable\SegmentLayout.java,3,42,"This class has too many methods, consider refactoring it.",Design,TooManyMethods
1,org.apache.pulsar.broker.service.scalable,dataset\projects\pulsar\pulsar-broker\src\main\java\org\apache\pulsar\broker\service\scalable\SubscriptionCoordinator.java,3,19,A value of 26 may denote a high amount of coupling within the class (threshold: 20),Design,CouplingBetweenObjects
2,org.apache.pulsar.broker.service.scalable,dataset\projects\pulsar\pulsar-broker\src\main\java\org\apache\pulsar\broker\service\scalable\SubscriptionCoordinator.java,3,64,"This class has too many methods, consider refactoring it.",Design,TooManyMethods
1,org.apache.pulsar.broker.service.schema,dataset\projects\pulsar\pulsar-broker\src\main\java\org\apache\pulsar\broker\service\schema\BookkeeperSchemaStorage.java,3,19,A value of 40 may denote a high amount of coupling within the class (threshold: 20),Design,CouplingBetweenObjects
2,org.apache.pulsar.broker.service.schema,dataset\projects\pulsar\pulsar-broker\src\main\java\org\apache\pulsar\broker\service\schema\BookkeeperSchemaStorage.java,3,66,"Possible God Class (WMC=56, ATFD=126, TCC=5.255%)",Design,GodClass
3,org.apache.pulsar.broker.service.schema,dataset\projects\pulsar\pulsar-broker\src\main\java\org\apache\pulsar\broker\service\schema\BookkeeperSchemaStorage.java,3,66,"This class has too many methods, consider refactoring it.",Design,TooManyMethods
1,org.apache.pulsar.broker.service.schema,dataset\projects\pulsar\pulsar-broker\src\main\java\org\apache\pulsar\broker\service\schema\JsonSchemaCompatibilityCheck.java,3,55,"The method 'checkCompatible(SchemaData, SchemaData, SchemaCompatibilityStrategy)' has a cyclomatic complexity of 14.",Design,CyclomaticComplexity
1,org.apache.pulsar.broker.service.schema,dataset\projects\pulsar\pulsar-broker\src\main\java\org\apache\pulsar\broker\service\schema\KeyValueSchemaCompatibilityCheck.java,3,64,"The method 'checkCompatible(Iterable<SchemaData>, SchemaData, SchemaCompatibilityStrategy)' has a cyclomatic complexity of 10.",Design,CyclomaticComplexity
1,org.apache.pulsar.broker.service.schema,dataset\projects\pulsar\pulsar-broker\src\main\java\org\apache\pulsar\broker\service\schema\SchemaRegistryServiceImpl.java,3,19,A value of 27 may denote a high amount of coupling within the class (threshold: 20),Design,CouplingBetweenObjects
2,org.apache.pulsar.broker.service.schema,dataset\projects\pulsar\pulsar-broker\src\main\java\org\apache\pulsar\broker\service\schema\SchemaRegistryServiceImpl.java,3,63,"Possible God Class (WMC=64, ATFD=71, TCC=16.000%)",Design,GodClass
3,org.apache.pulsar.broker.service.schema,dataset\projects\pulsar\pulsar-broker\src\main\java\org\apache\pulsar\broker\service\schema\SchemaRegistryServiceImpl.java,3,63,"This class has too many methods, consider refactoring it.",Design,TooManyMethods
4,org.apache.pulsar.broker.service.schema,dataset\projects\pulsar\pulsar-broker\src\main\java\org\apache\pulsar\broker\service\schema\SchemaRegistryServiceImpl.java,3,397,"The method 'getSchemaVersionBySchemaData(List<SchemaAndMetadata>, SchemaData)' has a cyclomatic complexity of 13.",Design,CyclomaticComplexity
1,org.apache.pulsar.broker.service.schema,dataset\projects\pulsar\pulsar-broker\src\main\java\org\apache\pulsar\broker\service\schema\SchemaRegistryStats.java,3,38,"This class has too many methods, consider refactoring it.",Design,TooManyMethods
1,org.apache.pulsar.broker.service.schema.validator,dataset\projects\pulsar\pulsar-broker\src\main\java\org\apache\pulsar\broker\service\schema\validator\SchemaDataValidator.java,3,53,"The method 'validateSchemaData(SchemaData, boolean)' has a cyclomatic complexity of 29.",Design,CyclomaticComplexity
1,org.apache.pulsar.broker.service.schema.validator,dataset\projects\pulsar\pulsar-broker\src\main\java\org\apache\pulsar\broker\service\schema\validator\SchemaRegistryServiceWithSchemaDataValidator.java,3,33,"This class has too many methods, consider refactoring it.",Design,TooManyMethods
1,org.apache.pulsar.broker.service.schema.validator,dataset\projects\pulsar\pulsar-broker\src\main\java\org\apache\pulsar\broker\service\schema\validator\StructSchemaDataValidator.java,3,115,The method 'validate(String)' has a cyclomatic complexity of 10.,Design,CyclomaticComplexity
1,org.apache.pulsar.broker.stats,dataset\projects\pulsar\pulsar-broker\src\main\java\org\apache\pulsar\broker\stats\BrokerOperabilityMetrics.java,3,40,"This class has too many methods, consider refactoring it.",Design,TooManyMethods
1,org.apache.pulsar.broker.stats.metrics,dataset\projects\pulsar\pulsar-broker\src\main\java\org\apache\pulsar\broker\stats\metrics\AbstractMetrics.java,3,34,"This class has too many methods, consider refactoring it.",Design,TooManyMethods
1,org.apache.pulsar.broker.stats.prometheus,dataset\projects\pulsar\pulsar-broker\src\main\java\org\apache\pulsar\broker\stats\prometheus\AggregatedBrokerStats.java,3,21,Too many fields,Design,TooManyFields
