project,class_key,class_name,class_file,test_file,has_code_smell,code_smell_total,has_test_smell,test_smell_total,code_smell_CouplingBetweenObjects,code_smell_CyclomaticComplexity,code_smell_GodClass,code_smell_TooManyFields,code_smell_TooManyMethods,test_smell_App,test_smell_Version,test_smell_RelativeTestFilePath,test_smell_RelativeProductionFilePath,test_smell_Assertion Roulette,test_smell_Conditional Test Logic,test_smell_Constructor Initialization,test_smell_Default Test,test_smell_EmptyTest,test_smell_Exception Catching Throwing,test_smell_General Fixture,test_smell_Mystery Guest,test_smell_Print Statement,test_smell_Redundant Assertion,test_smell_Sensitive Equality,test_smell_Verbose Test,test_smell_Sleepy Test,test_smell_Eager Test,test_smell_Lazy Test,test_smell_Duplicate Assert,test_smell_Unknown Test,test_smell_IgnoredTest,test_smell_Resource Optimism,test_smell_Magic Number Test,test_smell_Dependent Test
mockito,org/mockito/internal/creation/MockSettingsImpl,MockSettingsImpl,dataset/projects/mockito/mockito-core/src/main/java/org/mockito/internal/creation/MockSettingsImpl.java,C:/Users/ismak/Documents/GitHub/relation_test_code_smell_ML/dataset/projects/mockito/mockito-core/src/test/java/org/mockito/internal/creation/MockSettingsImplTest.java,1,3,1,5,1,0,1,0,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
mockito,org/mockito/internal/creation/bytebuddy/AbstractByteBuddyMockMaker,AbstractByteBuddyMockMaker,,C:/Users/ismak/Documents/GitHub/relation_test_code_smell_ML/dataset/projects/mockito/mockito-core/src/test/java/org/mockito/internal/creation/bytebuddy/AbstractByteBuddyMockMakerTest.java,0,0,1,7,0,0,0,0,0,1,1,1,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
mockito,org/mockito/internal/creation/bytebuddy/ByteBuddyMockMaker,ByteBuddyMockMaker,,C:/Users/ismak/Documents/GitHub/relation_test_code_smell_ML/dataset/projects/mockito/mockito-core/src/test/java/org/mockito/internal/creation/bytebuddy/ByteBuddyMockMakerTest.java,0,0,1,4,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
mockito,org/mockito/internal/creation/bytebuddy/ClinitSuppressionTransformer,ClinitSuppressionTransformer,,C:/Users/ismak/Documents/GitHub/relation_test_code_smell_ML/dataset/projects/mockito/mockito-core/src/test/java/org/mockito/internal/creation/bytebuddy/ClinitSuppressionTransformerTest.java,0,0,1,6,0,0,0,0,0,1,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
mockito,org/mockito/internal/creation/bytebuddy/InlineByteBuddyMockMaker,InlineByteBuddyMockMaker,dataset/projects/mockito/mockito-core/src/main/java/org/mockito/internal/creation/bytebuddy/InlineByteBuddyMockMaker.java,C:/Users/ismak/Documents/GitHub/relation_test_code_smell_ML/dataset/projects/mockito/mockito-core/src/test/java/org/mockito/internal/creation/bytebuddy/InlineByteBuddyMockMakerTest.java,1,2,1,4,1,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
mockito,org/mockito/internal/creation/bytebuddy/InlineBytecodeGenerator,InlineBytecodeGenerator,dataset/projects/mockito/mockito-core/src/main/java/org/mockito/internal/creation/bytebuddy/InlineBytecodeGenerator.java,,1,4,0,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
mockito,org/mockito/internal/creation/bytebuddy/InlineDelegateByteBuddyMockMaker,InlineDelegateByteBuddyMockMaker,dataset/projects/mockito/mockito-core/src/main/java/org/mockito/internal/creation/bytebuddy/InlineDelegateByteBuddyMockMaker.java,C:/Users/ismak/Documents/GitHub/relation_test_code_smell_ML/dataset/projects/mockito/mockito-core/src/test/java/org/mockito/internal/creation/bytebuddy/InlineDelegateByteBuddyMockMakerTest.java,1,7,1,9,1,4,1,0,1,1,1,1,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0
mockito,org/mockito/internal/creation/bytebuddy/MockMethodAdvice,MockMethodAdvice,dataset/projects/mockito/mockito-core/src/main/java/org/mockito/internal/creation/bytebuddy/MockMethodAdvice.java,,1,3,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
mockito,org/mockito/internal/creation/bytebuddy/ModuleHandler,ModuleHandler,dataset/projects/mockito/mockito-core/src/main/java/org/mockito/internal/creation/bytebuddy/ModuleHandler.java,,1,2,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
mockito,org/mockito/internal/creation/bytebuddy/PlatformUtils,PlatformUtils,,C:/Users/ismak/Documents/GitHub/relation_test_code_smell_ML/dataset/projects/mockito/mockito-core/src/test/java/org/mockito/internal/creation/bytebuddy/PlatformUtilsTest.java,0,0,1,3,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
mockito,org/mockito/internal/creation/bytebuddy/SubclassByteBuddyMockMaker,SubclassByteBuddyMockMaker,,C:/Users/ismak/Documents/GitHub/relation_test_code_smell_ML/dataset/projects/mockito/mockito-core/src/test/java/org/mockito/internal/creation/bytebuddy/SubclassByteBuddyMockMakerTest.java,0,0,1,7,0,0,0,0,0,1,1,1,0,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
mockito,org/mockito/internal/creation/bytebuddy/SubclassBytecodeGenerator,SubclassBytecodeGenerator,dataset/projects/mockito/mockito-core/src/main/java/org/mockito/internal/creation/bytebuddy/SubclassBytecodeGenerator.java,,1,2,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
mockito,org/mockito/internal/creation/bytebuddy/TypeCachingMockBytecodeGenerator,TypeCachingMockBytecodeGenerator,,C:/Users/ismak/Documents/GitHub/relation_test_code_smell_ML/dataset/projects/mockito/mockito-core/src/test/java/org/mockito/internal/creation/bytebuddy/TypeCachingMockBytecodeGeneratorTest.java,0,0,1,8,0,0,0,0,0,1,1,1,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
mockito,org/mockito/internal/creation/instance/ConstructorInstantiator,ConstructorInstantiator,,C:/Users/ismak/Documents/GitHub/relation_test_code_smell_ML/dataset/projects/mockito/mockito-core/src/test/java/org/mockito/internal/creation/instance/ConstructorInstantiatorTest.java,0,0,1,5,0,0,0,0,0,1,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
mockito,org/mockito/internal/creation/proxy/ProxyMockMaker,ProxyMockMaker,,C:/Users/ismak/Documents/GitHub/relation_test_code_smell_ML/dataset/projects/mockito/mockito-core/src/test/java/org/mockito/internal/creation/proxy/ProxyMockMakerTest.java,0,0,1,7,0,0,0,0,0,1,1,1,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
mockito,org/mockito/internal/creation/settings/CreationSettings,CreationSettings,dataset/projects/mockito/mockito-core/src/main/java/org/mockito/internal/creation/settings/CreationSettings.java,,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
mockito,org/mockito/internal/debugging/LoggingListener,LoggingListener,,C:/Users/ismak/Documents/GitHub/relation_test_code_smell_ML/dataset/projects/mockito/mockito-core/src/test/java/org/mockito/internal/debugging/LoggingListenerTest.java,0,0,1,5,0,0,0,0,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
mockito,org/mockito/internal/debugging/VerboseMockInvocationLogger,VerboseMockInvocationLogger,,C:/Users/ismak/Documents/GitHub/relation_test_code_smell_ML/dataset/projects/mockito/mockito-core/src/test/java/org/mockito/internal/debugging/VerboseMockInvocationLoggerTest.java,0,0,1,7,0,0,0,0,0,1,1,1,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
mockito,org/mockito/internal/debugging/WarningsFinder,WarningsFinder,,C:/Users/ismak/Documents/GitHub/relation_test_code_smell_ML/dataset/projects/mockito/mockito-core/src/test/java/org/mockito/internal/debugging/WarningsFinderTest.java,0,0,1,4,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
mockito,org/mockito/internal/exceptions/Reporter,Reporter,dataset/projects/mockito/mockito-core/src/main/java/org/mockito/internal/exceptions/Reporter.java,C:/Users/ismak/Documents/GitHub/relation_test_code_smell_ML/dataset/projects/mockito/mockito-core/src/test/java/org/mockito/internal/exceptions/ReporterTest.java,1,4,1,4,1,1,1,0,1,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
mockito,org/mockito/internal/exceptions/stacktrace/ConditionalStackTraceFilter,ConditionalStackTraceFilter,,C:/Users/ismak/Documents/GitHub/relation_test_code_smell_ML/dataset/projects/mockito/mockito-core/src/test/java/org/mockito/internal/exceptions/stacktrace/ConditionalStackTraceFilterTest.java,0,0,1,3,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
mockito,org/mockito/internal/exceptions/stacktrace/StackTraceFilter,StackTraceFilter,,C:/Users/ismak/Documents/GitHub/relation_test_code_smell_ML/dataset/projects/mockito/mockito-core/src/test/java/org/mockito/internal/exceptions/stacktrace/StackTraceFilterTest.java,0,0,1,5,0,0,0,0,0,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
mockito,org/mockito/internal/exceptions/util/ScenarioPrinter,ScenarioPrinter,,C:/Users/ismak/Documents/GitHub/relation_test_code_smell_ML/dataset/projects/mockito/mockito-core/src/test/java/org/mockito/internal/exceptions/util/ScenarioPrinterTest.java,0,0,1,3,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
mockito,org/mockito/internal/framework/DefaultMockitoFramework,DefaultMockitoFramework,,C:/Users/ismak/Documents/GitHub/relation_test_code_smell_ML/dataset/projects/mockito/mockito-core/src/test/java/org/mockito/internal/framework/DefaultMockitoFrameworkTest.java,0,0,1,7,0,0,0,0,0,1,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
mockito,org/mockito/internal/hamcrest/MatcherGenericTypeExtractor,MatcherGenericTypeExtractor,,C:/Users/ismak/Documents/GitHub/relation_test_code_smell_ML/dataset/projects/mockito/mockito-core/src/test/java/org/mockito/internal/hamcrest/MatcherGenericTypeExtractorTest.java,0,0,1,5,0,0,0,0,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
mockito,org/mockito/internal/handler/InvocationNotifierHandler,InvocationNotifierHandler,,C:/Users/ismak/Documents/GitHub/relation_test_code_smell_ML/dataset/projects/mockito/mockito-core/src/test/java/org/mockito/internal/handler/InvocationNotifierHandlerTest.java,0,0,1,6,0,0,0,0,0,1,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
mockito,org/mockito/internal/handler/MockHandlerFactory,MockHandlerFactory,,C:/Users/ismak/Documents/GitHub/relation_test_code_smell_ML/dataset/projects/mockito/mockito-core/src/test/java/org/mockito/internal/handler/MockHandlerFactoryTest.java,0,0,1,6,0,0,0,0,0,1,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
mockito,org/mockito/internal/handler/MockHandlerImpl,MockHandlerImpl,,C:/Users/ismak/Documents/GitHub/relation_test_code_smell_ML/dataset/projects/mockito/mockito-core/src/test/java/org/mockito/internal/handler/MockHandlerImplTest.java,0,0,1,5,0,0,0,0,0,1,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
mockito,org/mockito/internal/invocation/InvocationMarker,InvocationMarker,,C:/Users/ismak/Documents/GitHub/relation_test_code_smell_ML/dataset/projects/mockito/mockito-core/src/test/java/org/mockito/internal/invocation/InvocationMarkerTest.java,0,0,1,4,0,0,0,0,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
mockito,org/mockito/internal/invocation/InvocationMatcher,InvocationMatcher,,C:/Users/ismak/Documents/GitHub/relation_test_code_smell_ML/dataset/projects/mockito/mockito-core/src/test/java/org/mockito/internal/invocation/InvocationMatcherTest.java,0,0,1,9,0,0,0,0,0,1,1,1,0,1,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0
mockito,org/mockito/internal/invocation/InvocationsFinder,InvocationsFinder,dataset/projects/mockito/mockito-core/src/main/java/org/mockito/internal/invocation/InvocationsFinder.java,C:/Users/ismak/Documents/GitHub/relation_test_code_smell_ML/dataset/projects/mockito/mockito-core/src/test/java/org/mockito/internal/invocation/InvocationsFinderTest.java,1,1,1,7,0,0,0,0,1,1,1,1,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
mockito,org/mockito/internal/invocation/MatcherApplicationStrategy,MatcherApplicationStrategy,,C:/Users/ismak/Documents/GitHub/relation_test_code_smell_ML/dataset/projects/mockito/mockito-core/src/test/java/org/mockito/internal/invocation/MatcherApplicationStrategyTest.java,0,0,1,9,0,0,0,0,0,1,1,1,0,1,0,0,0,1,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0
mockito,org/mockito/internal/invocation/SerializableMethod,SerializableMethod,dataset/projects/mockito/mockito-core/src/main/java/org/mockito/internal/invocation/SerializableMethod.java,C:/Users/ismak/Documents/GitHub/relation_test_code_smell_ML/dataset/projects/mockito/mockito-core/src/test/java/org/mockito/internal/invocation/SerializableMethodTest.java,1,1,1,7,0,1,0,0,0,1,1,1,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0
mockito,org/mockito/internal/invocation/TypeSafeMatching,TypeSafeMatching,,C:/Users/ismak/Documents/GitHub/relation_test_code_smell_ML/dataset/projects/mockito/mockito-core/src/test/java/org/mockito/internal/invocation/TypeSafeMatchingTest.java,0,0,1,6,0,0,0,0,0,1,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
mockito,org/mockito/internal/invocation/mockref/MockWeakReference,MockWeakReference,,C:/Users/ismak/Documents/GitHub/relation_test_code_smell_ML/dataset/projects/mockito/mockito-core/src/test/java/org/mockito/internal/invocation/mockref/MockWeakReferenceTest.java,0,0,1,5,0,0,0,0,0,1,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
mockito,org/mockito/internal/junit/ArgMismatchFinder,ArgMismatchFinder,,C:/Users/ismak/Documents/GitHub/relation_test_code_smell_ML/dataset/projects/mockito/mockito-core/src/test/java/org/mockito/internal/junit/ArgMismatchFinderTest.java,0,0,1,7,0,0,0,0,0,1,1,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
mockito,org/mockito/internal/junit/ExceptionFactory,ExceptionFactory,,C:/Users/ismak/Documents/GitHub/relation_test_code_smell_ML/dataset/projects/mockito/mockito-core/src/test/java/org/mockito/internal/junit/ExceptionFactoryTest.java,0,0,1,6,0,0,0,0,0,1,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
mockito,org/mockito/internal/junit/FinishedEvent,FinishedEvent,,C:/Users/ismak/Documents/GitHub/relation_test_code_smell_ML/dataset/projects/mockito/mockito-core/src/main/java/org/mockito/internal/junit/TestFinishedEvent.java,0,0,1,3,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
mockito,org/mockito/internal/junit/JUnitRule,JUnitRule,,C:/Users/ismak/Documents/GitHub/relation_test_code_smell_ML/dataset/projects/mockito/mockito-core/src/test/java/org/mockito/internal/junit/JUnitRuleTest.java,0,0,1,5,0,0,0,0,0,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
mockito,org/mockito/internal/junit/StubbingArgMismatches,StubbingArgMismatches,,C:/Users/ismak/Documents/GitHub/relation_test_code_smell_ML/dataset/projects/mockito/mockito-core/src/test/java/org/mockito/internal/junit/StubbingArgMismatchesTest.java,0,0,1,4,0,0,0,0,0,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
mockito,org/mockito/internal/junit/UnusedStubbings,UnusedStubbings,,C:/Users/ismak/Documents/GitHub/relation_test_code_smell_ML/dataset/projects/mockito/mockito-core/src/test/java/org/mockito/internal/junit/UnusedStubbingsTest.java,0,0,1,4,0,0,0,0,0,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
mockito,org/mockito/internal/listeners/StubbingLookupNotifier,StubbingLookupNotifier,,C:/Users/ismak/Documents/GitHub/relation_test_code_smell_ML/dataset/projects/mockito/mockito-core/src/test/java/org/mockito/internal/listeners/StubbingLookupNotifierTest.java,0,0,1,4,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
mockito,org/mockito/internal/listeners/VerificationStartedNotifier,VerificationStartedNotifier,,C:/Users/ismak/Documents/GitHub/relation_test_code_smell_ML/dataset/projects/mockito/mockito-core/src/test/java/org/mockito/internal/listeners/VerificationStartedNotifierTest.java,0,0,1,6,0,0,0,0,0,1,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
mockito,org/mockito/internal/matchers/And,And,,C:/Users/ismak/Documents/GitHub/relation_test_code_smell_ML/dataset/projects/mockito/mockito-core/src/test/java/org/mockito/internal/matchers/AndTest.java,0,0,1,3,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
mockito,org/mockito/internal/matchers/ArrayEquals,ArrayEquals,dataset/projects/mockito/mockito-core/src/main/java/org/mockito/internal/matchers/ArrayEquals.java,,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
mockito,org/mockito/internal/matchers/CapturingMatcher,CapturingMatcher,,C:/Users/ismak/Documents/GitHub/relation_test_code_smell_ML/dataset/projects/mockito/mockito-core/src/test/java/org/mockito/internal/matchers/CapturingMatcherTest.java,0,0,1,5,0,0,0,0,0,1,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
mockito,org/mockito/internal/matchers/ComparableMatchers,ComparableMatchers,,C:/Users/ismak/Documents/GitHub/relation_test_code_smell_ML/dataset/projects/mockito/mockito-core/src/test/java/org/mockito/internal/matchers/ComparableMatchersTest.java,0,0,1,5,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
mockito,org/mockito/internal/matchers/Equality,Equality,,C:/Users/ismak/Documents/GitHub/relation_test_code_smell_ML/dataset/projects/mockito/mockito-core/src/test/java/org/mockito/internal/matchers/EqualityTest.java,0,0,1,5,0,0,0,0,0,1,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
mockito,org/mockito/internal/matchers/Equals,Equals,,C:/Users/ismak/Documents/GitHub/relation_test_code_smell_ML/dataset/projects/mockito/mockito-core/src/test/java/org/mockito/internal/matchers/EqualsTest.java,0,0,1,7,0,0,0,0,0,1,1,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
mockito,org/mockito/internal/matchers/InstanceOf,InstanceOf,,C:/Users/ismak/Documents/GitHub/relation_test_code_smell_ML/dataset/projects/mockito/mockito-core/src/test/java/org/mockito/internal/matchers/InstanceOfTest.java,0,0,1,6,0,0,0,0,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
mockito,org/mockito/internal/matchers/MatchersPrinter,MatchersPrinter,,C:/Users/ismak/Documents/GitHub/relation_test_code_smell_ML/dataset/projects/mockito/mockito-core/src/test/java/org/mockito/internal/matchers/MatchersPrinterTest.java,0,0,1,3,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
mockito,org/mockito/internal/matchers/MatchersToString,MatchersToString,,C:/Users/ismak/Documents/GitHub/relation_test_code_smell_ML/dataset/projects/mockito/mockito-core/src/test/java/org/mockito/internal/matchers/MatchersToStringTest.java,0,0,1,5,0,0,0,0,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
mockito,org/mockito/internal/matchers/Or,Or,,C:/Users/ismak/Documents/GitHub/relation_test_code_smell_ML/dataset/projects/mockito/mockito-core/src/test/java/org/mockito/internal/matchers/OrTest.java,0,0,1,3,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
mockito,org/mockito/internal/matchers/Same,Same,,C:/Users/ismak/Documents/GitHub/relation_test_code_smell_ML/dataset/projects/mockito/mockito-core/src/test/java/org/mockito/internal/matchers/SameTest.java,0,0,1,3,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
mockito,org/mockito/internal/matchers/StringMatchers,StringMatchers,,C:/Users/ismak/Documents/GitHub/relation_test_code_smell_ML/dataset/projects/mockito/mockito-core/src/test/java/org/mockito/internal/matchers/StringMatchersTest.java,0,0,1,4,0,0,0,0,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
mockito,org/mockito/internal/matchers/apachecommons/EqualsBuilder,EqualsBuilder,dataset/projects/mockito/mockito-core/src/main/java/org/mockito/internal/matchers/apachecommons/EqualsBuilder.java,C:/Users/ismak/Documents/GitHub/relation_test_code_smell_ML/dataset/projects/mockito/mockito-core/src/test/java/org/mockito/internal/matchers/apachecommons/EqualsBuilderTest.java,1,5,1,10,0,4,0,0,1,1,1,1,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0
mockito,org/mockito/internal/matchers/text/MatcherToString,MatcherToString,,C:/Users/ismak/Documents/GitHub/relation_test_code_smell_ML/dataset/projects/mockito/mockito-core/src/test/java/org/mockito/internal/matchers/text/MatcherToStringTest.java,0,0,1,5,0,0,0,0,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
mockito,org/mockito/internal/matchers/text/ValuePrinter,ValuePrinter,dataset/projects/mockito/mockito-core/src/main/java/org/mockito/internal/matchers/text/ValuePrinter.java,C:/Users/ismak/Documents/GitHub/relation_test_code_smell_ML/dataset/projects/mockito/mockito-core/src/test/java/org/mockito/internal/matchers/text/ValuePrinterTest.java,1,1,1,5,0,1,0,0,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
mockito,org/mockito/internal/progress/AtLeast,AtLeast,,C:/Users/ismak/Documents/GitHub/relation_test_code_smell_ML/dataset/projects/mockito/mockito-core/src/test/java/org/mockito/internal/progress/AtLeastTest.java,0,0,1,6,0,0,0,0,0,1,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
mockito,org/mockito/internal/progress/MockingProgress,MockingProgress,dataset/projects/mockito/mockito-core/src/main/java/org/mockito/internal/progress/MockingProgress.java,,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
mockito,org/mockito/internal/progress/MockingProgressImpl,MockingProgressImpl,dataset/projects/mockito/mockito-core/src/main/java/org/mockito/internal/progress/MockingProgressImpl.java,C:/Users/ismak/Documents/GitHub/relation_test_code_smell_ML/dataset/projects/mockito/mockito-core/src/test/java/org/mockito/internal/progress/MockingProgressImplTest.java,1,1,1,8,0,0,0,0,1,1,1,1,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0
mockito,org/mockito/internal/progress/ThreadSafeMockingProgress,ThreadSafeMockingProgress,,C:/Users/ismak/Documents/GitHub/relation_test_code_smell_ML/dataset/projects/mockito/mockito-core/src/test/java/org/mockito/internal/progress/ThreadSafeMockingProgressTest.java,0,0,1,4,0,0,0,0,0,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
mockito,org/mockito/internal/progress/Times,Times,,C:/Users/ismak/Documents/GitHub/relation_test_code_smell_ML/dataset/projects/mockito/mockito-core/src/test/java/org/mockito/internal/progress/TimesTest.java,0,0,1,3,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
mockito,org/mockito/internal/reporting/Pluralizer,Pluralizer,,C:/Users/ismak/Documents/GitHub/relation_test_code_smell_ML/dataset/projects/mockito/mockito-core/src/test/java/org/mockito/internal/reporting/PluralizerTest.java,0,0,1,5,0,0,0,0,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
mockito,org/mockito/internal/runners/DefaultInternalRunner,DefaultInternalRunner,,C:/Users/ismak/Documents/GitHub/relation_test_code_smell_ML/dataset/projects/mockito/mockito-core/src/test/java/org/mockito/internal/runners/DefaultInternalRunnerTest.java,0,0,1,6,0,0,0,0,0,1,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
mockito,org/mockito/internal/runners/util/MethodsFinder,MethodsFinder,,C:/Users/ismak/Documents/GitHub/relation_test_code_smell_ML/dataset/projects/mockito/mockito-core/src/main/java/org/mockito/internal/runners/util/TestMethodsFinder.java,0,0,1,4,0,0,0,0,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
mockito,org/mockito/internal/runners/util/MethodsFinder,MethodsFinder,,C:/Users/ismak/Documents/GitHub/relation_test_code_smell_ML/dataset/projects/mockito/mockito-core/src/test/java/org/mockito/internal/runners/util/TestMethodsFinderTest.java,0,0,1,6,0,0,0,0,0,1,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
mockito,org/mockito/internal/runners/util/RunnerProvider,RunnerProvider,,C:/Users/ismak/Documents/GitHub/relation_test_code_smell_ML/dataset/projects/mockito/mockito-core/src/test/java/org/mockito/internal/runners/util/RunnerProviderTest.java,0,0,1,4,0,0,0,0,0,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
mockito,org/mockito/internal/session/DefaultMockitoSessionBuilder,DefaultMockitoSessionBuilder,,C:/Users/ismak/Documents/GitHub/relation_test_code_smell_ML/dataset/projects/mockito/mockito-core/src/test/java/org/mockito/internal/session/DefaultMockitoSessionBuilderTest.java,0,0,1,5,0,0,0,0,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
mockito,org/mockito/internal/stubbing/InvocationContainerImpl,InvocationContainerImpl,dataset/projects/mockito/mockito-core/src/main/java/org/mockito/internal/stubbing/InvocationContainerImpl.java,C:/Users/ismak/Documents/GitHub/relation_test_code_smell_ML/dataset/projects/mockito/mockito-core/src/test/java/org/mockito/internal/stubbing/InvocationContainerImplTest.java,1,1,1,6,0,0,0,0,1,1,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
